FROM,TO,W,DRUG,
HOMER1,TRPC1,0.58568,0,
S100A13,SYT1,0.26827,0,
ARL1,SYT1,0.6737,0,
SV2B,SYT1,0.16738,0,
VASP,ACTA1,0.00857,0,
PPP1R15A,KIF3A,0.36768,0,
TRPV5,PDZD3,0.40614,0,
CBL,CD2AP,0.51173,0,
KCND2,NCS1,0.23181,0,
NUF2,NDC80,0.96931,0,
CENPH,NDC80,0.90562,0,
FN1,FASLG,0.13321,0,
PSTPIP1,FASLG,0.04189,0,
MMP7,FASLG,0.06441,0,
FSHB,CGA,0.16398,0,
KCNQ1,KCNE1,0.53354,0,
MS4A1,CD40,0.16316,0,
ZBTB16,RXRA,0.36198,0,
IGFBP3,RXRA,0.42124,0,
RXRA,PPARGC1A,0.28957,0,
RXRA,BHLHE40,0.25907,0,
STOM,SLC2A1,0.29494,0,
ELANE,ITGAM,0.02225,0,
ELANE,CXCL12,0.14483,0,
GZMB,ELANE,0.38953,0,
TGFA,ELANE,0.18342,0,
SERPINA1,ELANE,0.00429,0,
ELANE,F5,0.05321,0,
ELANE,SERPINB1,0.07779,0,
EZH2,MYCN,0.30671,0,
MYCN,RUNX3,0.27053,0,
TP73,RNF144B,0.32667,0,
TCAP,SIVA1,0.05206,0,
HRAS,TP73,0.39501,0,
BUB1B,TP73,0.22347,0,
SCN2A,ANK3,0.33269,0,
SCN2A,SCN4B,0.31895,0,
ROBO1,ROBO2,0.8088,0,
NOD2,VIM,0.3106,0,
DDR1,IRS1,0.76668,0,
WWC1,DDR1,0.32591,0,
PTPRJ,FLT3,0.59268,0,
SOCS6,FLT3,0.25471,0,
SLA,FLT3,0.54459,0,
BMI1,H2AFX,0.07526,0,
PAXIP1,H2AFX,0.48885,0,
H2AFX,LMNA,0.53092,0,
HIF1A,PER1,0.48692,0,
PXN,FBLIM1,0.44193,0,
MCM10,MCM2,0.89447,0,
MCM10,CDC45,0.88218,0,
RAD51,IRS1,0.45732,0,
PTPRC,IRS1,0.53793,0,
IRS1,TRIM72,0.06356,0,
IRS1,FBXO40,0.27797,0,
RARA,AJUBA,0.40544,0,
AJUBA,AURKB,0.15026,0,
SNAI1,AJUBA,0.20004,0,
SLC1A2,AJUBA,0.106,0,
TOP2A,PRKCD,0.52111,0,
SETMAR,TOP2A,0.60481,0,
ARRB2,PTAFR,0.62711,0,
CDC25C,PCNA,0.89029,0,
PCNA,MCL1,0.5712,0,
FANCL,PCNA,0.71014,0,
TRAIP,PCNA,0.79522,0,
FOXG1,CDK1,0.40492,0,
CAT,APP,0.28251,0,
COL1A2,APP,0.29282,0,
APP,CRYAB,0.39146,0,
APP,SNCA,0.18176,0,
FLOT1,APP,0.31699,0,
APP,LILRB2,0.43098,0,
BGN,APP,0.27078,0,
APP,A2M,0.61224,0,
TTR,APP,0.07106,0,
KNG1,APP,0.07,0,
LRP1B,APP,0.64579,0,
APP,NTN1,0.71418,0,
APP,SORL1,0.3072,0,
APP,AGRN,0.83018,0,
FBLN1,APP,0.63933,0,
APP,MSRB1,0.3284,0,
COL25A1,APP,0.66676,0,
APP,MEP1B,0.17743,0,
APP,PRSS2,0.15002,0,
EXO1,MSH2,0.83855,0,
SDC4,CXCR4,0.20851,0,
LYZ,LTF,0.22065,0,
MUC7,LTF,0.04996,0,
LTF,ITLN1,0.0168,0,
ACTA1,MAP1A,0.06642,0,
MAP1A,MAP1B,0.20371,0,
TUBA4A,MAP1A,0.36567,0,
STAT3,EZH2,0.57698,0,
IRAK3,STAT3,0.7376,0,
IL1RAP,STAT3,0.74483,0,
ASAP2,STAT3,0.15791,0,
STAT3,FRK,0.37063,0,
STAT3,BHLHE40,0.38151,0,
SOX1,STAT3,0.17902,0,
DIRAS3,STAT3,0.22433,0,
RAD51,RAD51C,0.82427,0,
HIC1,MECOM,0.20915,0,
SMAD1,COL4A1,0.6059,0,
BMI1,ZBTB16,0.18739,0,
BMI1,PHC2,0.44496,0,
DNMT3L,DNMT3B,0.0043,0,
KLF5,TRIM25,0.29674,0,
ZC3HAV1,TRIM25,0.61764,0,
ALB,ORM1,0.45991,0,
EFEMP1,TIMP3,0.4175,0,
BGN,BMP4,0.28408,0,
CHRDL1,BMP4,0.5439,0,
MMP2,COL1A1,0.8365,0,
HJURP,CENPA,0.92492,0,
YAP1,SOCS6,0.8749,0,
YAP1,PRRG2,0.64352,0,
LGALS3BP,WNT4,0.61681,0,
DTL,CDT1,0.80423,0,
CDT1,HDAC11,0.40066,0,
HSPA1A,ERN1,0.26341,0,
TNFRSF10D,ERN1,0.20369,0,
TNFRSF1A,ERN1,0.19802,0,
MYO6,GIPC1,0.541,0,
GIPC1,RGS19,0.57766,0,
GIPC1,NRP1,0.3715,0,
PLEKHG5,GIPC1,0.63616,0,
IRF5,TRIM21,0.48549,0,
JAG2,DLL1,0.56093,0,
MAGI2,DLL1,0.48873,0,
CNKSR3,DLL1,0.72589,0,
SH2D1A,DOK1,0.4625,0,
RAC2,RTKN,0.54833,0,
ARHGDIB,RAC2,0.83768,0,
SELL,VCAN,0.19883,0,
VCAN,FBN1,0.07369,0,
SELPLG,VCAN,0.12484,0,
PLA2G2A,VCAN,0.05315,0,
MMP2,FN1,0.73276,0,
PDGFA,FN1,0.62631,0,
FN1,TIMD4,0.05762,0,
FN1,GZMB,0.15266,0,
FN1,CTSD,0.1958,0,
LTBP1,FN1,0.37957,0,
DCN,FN1,0.39679,0,
CRP,FN1,0.0119,0,
COL7A1,FN1,0.26533,0,
COL6A2,FN1,0.49913,0,
LPA,FN1,0.17666,0,
IGFBP5,FN1,0.32122,0,
LRG1,FN1,0.17253,0,
FN1,TNFAIP6,0.1638,0,
FN1,LOXL3,0.22175,0,
COMP,FN1,0.23238,0,
KRT18,HSPA1A,0.08622,0,
DNAJB1,HSPA1A,0.90003,0,
HSPA1A,SOX9,0.10238,0,
HSPA1A,CACNA1E,0.02881,0,
HSPA1A,APOB,0.18391,0,
HSPA1A,PEX5,0.27067,0,
SLC5A1,HSPA1A,0.05544,0,
IGF2R,CTSD,0.30635,0,
IGF2R,PLIN3,0.48608,0,
PTK2B,SOCS3,0.52303,0,
SOCS3,IDO1,0.1027,0,
SIX2,EYA1,0.23057,0,
ASCL1,CDK1,0.23571,0,
ACE2,CDK1,0.20761,0,
FUT2,CDK1,0.16759,0,
VANGL2,CDK1,0.43654,0,
NTHL1,CDK1,0.13004,0,
SMC4,CDK1,0.92046,0,
SERPINB5,COL1A2,0.34937,0,
SERPINB5,IRF6,0.69406,0,
PTPN6,PDK1,0.00871,0,
HRAS,FHOD1,0.25133,0,
SPI1,PIM1,0.37558,0,
SLC6A3,GPR37,0.06946,0,
MAGI1,ADGRB1,0.3143,0,
MAGI1,AMOT,0.54723,0,
MAGI1,NET1,0.85752,0,
CCL4,CXCL8,0.47732,0,
IRS2,PTPN6,0.36831,0,
PTPN6,SSTR2,0.12536,0,
PTPN6,KLRB1,0.13417,0,
CD300LF,PTPN6,0.75832,0,
CLEC4A,PTPN6,0.61418,0,
TREML1,PTPN6,0.56425,0,
GZMA,HIST1H1E,0.42856,0,
ZBTB16,RUNX1T1,0.1139,0,
ZBTB16,TIMP1,0.22353,0,
ZBTB16,GATA1,0.35345,0,
HBEGF,ZBTB16,0.11087,0,
RNF112,ZBTB16,0.26826,0,
SAV1,RASSF1,0.5238,0,
IGFBP5,RASSF1,0.26828,0,
CPEB4,CPEB1,0.19619,0,
SOX2,TLX1,0.00272,0,
MMP9,BTC,0.20294,0,
LCN2,MMP9,0.446,0,
MMP9,PRSS2,0.18726,0,
A2M,IL10,0.24085,0,
ANKS4B,USH1C,0.04766,0,
COL17A1,KRT18,0.44394,0,
SLC6A3,STX1A,0.18974,0,
SLC6A2,STX1A,0.07115,0,
SCNN1G,STX1A,0.15174,0,
SCNN1B,STX1A,0.13255,0,
SLC6A1,STX1A,0.13082,0,
STX1A,STXBP5,0.0618,0,
ABCC9,STX1A,0.14331,0,
ACTC1,FSCN1,0.13944,0,
ACTC1,SLC4A1,0.16736,0,
DMTN,ACTC1,0.23062,0,
ACTC1,KLHL2,0.0381,0,
ACTC1,GC,0.00662,0,
ACTC1,SCIN,0.05135,0,
UBE2D1,TRIM21,0.60875,0,
MID1,UBE2D1,0.37458,0,
UHRF1,EZH2,0.90752,0,
UHRF1,EME1,0.81428,0,
TRIM63,MYBPC3,0.0101,0,
MYOZ1,TRIM63,0.37271,0,
TRIM63,TNNC1,0.40047,0,
MAFG,MAF,0.50903,0,
NFE2,MAFG,0.55105,0,
ADGRB1,ELMO1,0.23,0,
BAIAP2,ADGRB1,0.27791,0,
LTBP1,IGFBP3,0.38643,0,
IGFBP3,ADAM12,0.52827,0,
MMP14,ITGAV,0.81391,0,
LUM,MMP14,0.42302,0,
CD22,CD19,0.87138,0,
BACH1,HMMR,0.41202,0,
HMMR,CD44,0.48163,0,
CLEC7A,CD37,0.31656,0,
TPD52L1,SFN,0.35878,0,
ANPEP,SFN,0.23787,0,
ZHX1,DNMT3B,0.59417,0,
SIAH2,TPX2,0.10252,0,
TAT,CXCL8,0.12367,0,
TBX2,SOX2,0.12875,0,
RAD51,POLQ,0.81661,0,
ACTA1,KIF23,0.07683,0,
CXCL12,MMP2,0.21696,0,
IL1B,MMP2,0.11653,0,
COL7A1,MMP2,0.19992,0,
MMP2,ITGAV,0.46163,0,
COL6A3,MMP2,0.56689,0,
MMP2,LCN2,0.08732,0,
MMP2,PCSK9,0.09521,0,
VEGFA,THBS1,0.41786,0,
CRYAB,VEGFA,0.03995,0,
VEGFA,SEMA3F,0.1502,0,
VEGFA,CTGF,0.11468,0,
VEGFA,IGFBP7,0.15474,0,
DNM2,AMPH,0.35262,0,
DNM2,AHI1,0.72871,0,
BCL6,RUNX1T1,0.29713,0,
TCF12,RUNX1T1,0.36211,0,
ACTN3,ACTN2,0.71618,0,
ACTN2,PALLD,0.05306,0,
ADAM12,ACTN2,0.05152,0,
MAPT,SNCA,0.12658,0,
MAPT,SPTB,0.10892,0,
HTRA1,MAPT,0.33679,0,
ITGB2,PRTN3,0.00535,0,
CYTH1,ITGB2,0.60521,0,
ITGB2,VNN2,0.66185,0,
ITGB2,ESM1,0.35669,0,
ZFHX3,MYB,0.10171,0,
RARA,NKX2-1,0.16272,0,
RARA,KLF5,0.32671,0,
RARA,PRAME,0.28271,0,
RARA,IRX4,0.29775,0,
TWIST1,GLI3,0.4601,0,
TUB,MYD88,0.41162,0,
CDC25A,AR,0.28551,0,
PAX6,AR,0.17348,0,
ELF3,AR,0.04265,0,
AR,FOXH1,0.18153,0,
AR,MAK,0.17809,0,
USP26,AR,0.35401,0,
PRKCG,RANBP10,0.19797,0,
SHROOM3,SH3RF1,0.50749,0,
VAV1,EZH2,0.48888,0,
FKBP6,FKBP8,0.16199,0,
MYB,TAL1,0.2146,0,
MYB,CEBPE,0.20803,0,
BNIP3L,NGFR,0.08402,0,
RILP,RAB7A,0.20077,0,
SIAH2,PLCE1,0.22215,0,
ACTA1,MYO6,0.01855,0,
FOS,LMNA,0.20471,0,
ZNF239,LMNA,0.38904,0,
LMNA,NARF,0.34663,0,
MAD2L1,UBD,0.18349,0,
CSF2RB,MAD2L1,0.47132,0,
MAP2,APOE,0.26637,0,
CENPH,KIF2C,0.93013,0,
SOX9,MAF,0.17901,0,
MAF,FOS,0.18702,0,
NCAM1,BDNF,0.16834,0,
BDNF,CPE,0.18401,0,
CADPS2,BDNF,0.57339,0,
FLI1,GATA1,0.00932,0,
ADAM19,NRG1,0.19051,0,
HAP1,NFYB,0.56766,0,
YBX3,NFYB,0.29378,0,
FGG,ITGAM,0.03286,0,
CEACAM8,ITGAM,0.03132,0,
CBL,MST1R,0.3825,0,
NGFR,CBL,0.18565,0,
CBL,STAP2,0.34591,0,
INPP5D,CBL,0.60575,0,
F2RL1,CBL,0.67385,0,
CBL,SPRED2,0.47565,0,
SLA,CBL,0.84557,0,
MAP1B,MAP1LC3B,0.20786,0,
FUNDC1,MAP1LC3B,0.50219,0,
ZFP36,TNF,0.50518,0,
BUB1B,PLK3,0.37697,0,
PIR,BCL3,0.168,0,
LBP,CAMP,0.01194,0,
TIMP1,MMP3,0.05729,0,
CTNND1,ACTA1,0.04641,0,
ACTA1,TPM3,0.10017,0,
VAV1,ACTA1,0.0024,0,
COTL1,ACTA1,0.0119,0,
FHOD1,ACTA1,0.0714,0,
ACTA1,PARVA,0.04398,0,
ITGA2,ACTA1,0.04067,0,
GAS7,ACTA1,0.06475,0,
ACTA1,MYO10,0.05678,0,
SPTA1,ACTA1,0.00848,0,
GC,ACTA1,0.00411,0,
ACTA1,S100A1,0.45022,0,
FGD4,ACTA1,0.02791,0,
CCIN,ACTA1,0.02818,0,
SNCA,MAP1B,0.05196,0,
MAP1B,LRRK2,0.21818,0,
MAP1B,GABRR1,0.23849,0,
CEBPB,IRF1,0.43232,0,
IRF1,TAT,0.02444,0,
CD14,FSTL1,0.27359,0,
FBLN5,SOD3,0.11647,0,
PBX1,MYH10,0.55369,0,
TUBA4A,GPHN,0.47351,0,
GPHN,GLRB,0.54507,0,
TRIM72,PTK2,0.04085,0,
CAMP,PGC,0.10594,0,
ITGB3BP,CCNA2,0.77745,0,
MARK2,MTCL1,0.43869,0,
PBX1,MEIS2,0.78967,0,
NPM1,GADD45A,0.4689,0,
NPM1,ELF4,0.82167,0,
NPM1,TAT,0.07595,0,
NPM1,HEMGN,0.15868,0,
HIF1A,ARRB1,0.16534,0,
CBX5,SMC2,0.88989,0,
LRP6,LRRK2,0.28314,0,
SOSTDC1,LRP6,0.41225,0,
TLR3,SCARF1,0.14815,0,
TRIL,TLR3,0.54591,0,
MMP15,PROC,0.40679,0,
NR5A1,SOX9,0.0248,0,
IGFBP2,KLK2,0.02291,0,
KLK2,SERPINA4,0.00834,0,
KIF4A,PHF14,0.71172,0,
GJB2,GJB3,0.09821,0,
LCN2,HGF,0.21016,0,
RGS14,GNAI1,0.47018,0,
GNAI1,RGS4,0.16179,0,
GNAI1,GPSM3,0.46674,0,
RASD1,GNAI1,0.30319,0,
RAD51AP1,RAD51,0.79598,0,
RAD54B,RAD51,0.68764,0,
RAD51AP2,RAD51,0.08064,0,
PPARGC1A,NR5A1,0.14741,0,
NR1H4,PPARGC1A,0.06228,0,
PPARGC1A,ESRRG,0.09639,0,
PPARGC1A,THRB,0.30765,0,
HNF4A,PPARGC1A,0.04834,0,
APAF1,BCL2L10,0.2262,0,
ASIC2,ASIC1,0.06902,0,
BCL2L14,MELK,0.1408,0,
HIF1A,SNAI1,0.44628,0,
HIF1A,NDN,0.42527,0,
HIF1A,CREB3L1,0.15845,0,
VHLL,HIF1A,0.03182,0,
COL1A2,DCN,0.6032,0,
LUM,COL1A2,0.73922,0,
REL,CEBPB,0.37562,0,
ZC3H12A,CEBPB,0.6832,0,
TRIB1,CEBPB,0.57481,0,
CEBPB,BHLHE40,0.42607,0,
CDKN3,CDC25A,0.92286,0,
JUNB,FOS,0.74156,0,
JUNB,FOSL2,0.79653,0,
SSB,GZMB,0.3943,0,
PRF1,GZMB,0.91276,0,
GZMB,MNS1,0.35964,0,
GZMB,RAB27A,0.17839,0,
SRGN,GZMB,0.05996,0,
PTPRS,PTPRD,0.48276,0,
TNFAIP3,RIPK4,0.26912,0,
HOXA7,MEIS1,0.36233,0,
TWIST1,HOXA5,0.00083,0,
FGF2,DCN,0.60492,0,
GPC3,FGF2,0.43152,0,
GGN,FANCL,0.45125,0,
WASL,WIPF1,0.64295,0,
WASL,CORO7,0.61868,0,
APBA1,CACNA1B,0.12167,0,
INPPL1,BCAR1,0.55277,0,
CTSS,KNG1,0.01005,0,
SIAH2,SH3RF1,0.18585,0,
SH3RF1,FAT1,0.58803,0,
MYO3A,MPDZ,0.26888,0,
HTR2C,MPDZ,0.62062,0,
PLEKHG5,MPDZ,0.56622,0,
ZYX,SIAH2,0.2609,0,
PRKCD,NCF2,0.94512,0,
NLRP3,FBXL2,0.23515,0,
PTPN21,ERBB4,0.79706,0,
ERBB4,GABRG2,0.42902,0,
VDR,PTPN3,0.34572,0,
HR,VDR,0.23286,0,
HDAC11,BUB1B,0.22811,0,
SNCA,VIM,0.1556,0,
PLA2G4A,VIM,0.40655,0,
VIM,PAWR,0.50197,0,
PLA2G2A,VIM,0.06535,0,
OSBP2,VIM,0.19425,0,
VIM,NCR1,0.26013,0,
CSNK1A1L,TNFRSF1B,0.13966,0,
SIRPA,FBXO2,0.36285,0,
THBS1,JAG1,0.13515,0,
DCN,THBS1,0.05517,0,
THBS1,KNG1,0.16043,0,
THBS1,COL5A1,0.12035,0,
THBS1,CFH,0.11615,0,
THBS1,F2,0.11432,0,
TNFAIP6,THBS1,0.0007,0,
BCL6,SPI1,0.49086,0,
SPI1,ZNF300,0.47073,0,
NANOS1,CTNND1,0.31325,0,
CSF3R,FTH1,0.31151,0,
CAPN3,DYSF,0.39909,0,
FOS,MECOM,0.12854,0,
GATA4,FOS,0.16711,0,
NEB,DES,0.66395,0,
S100A1,DES,0.42273,0,
DES,SYNC,0.0106,0,
COL17A1,CTNND1,0.51099,0,
PTPN22,PSTPIP1,0.27869,0,
TGFA,RHBDF1,0.25697,0,
ABCC3,MBNL2,0.27381,0,
IRS2,MPL,0.19861,0,
IRS2,USP15,0.61701,0,
ITGB4,ALOX12,0.15688,0,
IL4R,NCF1,0.60408,0,
TREM1,TYROBP,0.58684,0,
TYROBP,TREM2,0.25145,0,
CLEC5A,TYROBP,0.26333,0,
CD300E,TYROBP,0.16275,0,
KRT8,PLAT,0.14825,0,
CRYAB,SNCA,0.11142,0,
CRYAB,FCGR2A,0.26009,0,
AVP,CRYAB,0.07397,0,
CRYAB,SCN5A,0.11232,0,
ELF3,ELF4,0.15907,0,
PROX1,HNF1A,0.05479,0,
HNF1A,ALB,0.53591,0,
HNF4A,HNF1A,0.80114,0,
GATA5,HNF1A,0.1057,0,
BCL6,HBEGF,0.03771,0,
PELI1,BCL6,0.47067,0,
BCL6,BCL11A,0.55597,0,
BCL6,MTA3,0.47405,0,
BCL6,BCL6B,0.42451,0,
PAX6,MID1,0.35251,0,
NKX2-5,TBX2,0.0078,0,
ADM,MME,0.20005,0,
GAST,MME,0.12076,0,
SNCA,TRIM21,0.06274,0,
SLC6A2,SNCA,0.07291,0,
SNCA,GBA,0.13097,0,
A2M,IL1B,0.23357,0,
PDLIM7,SH2B2,0.8581,0,
TGFB1,FCN1,0.65222,0,
CCND1,USP2,0.57675,0,
INSM1,CCND1,0.28264,0,
MSX1,PAX3,0.23702,0,
GNAI2,RASD1,0.32902,0,
SIX1,EYA2,0.56354,0,
SERPINA4,CTSD,0.17468,0,
PROX1,NR5A2,0.17995,0,
GATA4,NR5A1,0.06292,0,
CHRNA1,ITGA7,0.05036,0,
CD44,SELE,0.06922,0,
CCR2,CCR1,0.62343,0,
GNA14,CCR1,0.2569,0,
CNTN1,PTPRB,0.41507,0,
TREM1,PGLYRP1,0.32365,0,
AHSG,DCN,0.02495,0,
NR2E1,HDAC5,0.22046,0,
GYG2,GYG1,0.08816,0,
COL5A1,DCN,0.4679,0,
FBN1,DCN,0.50624,0,
PLA2G2A,DCN,0.07589,0,
COL14A1,DCN,0.70149,0,
FHL3,FHL2,0.3297,0,
TNFRSF13C,TRAF1,0.65907,0,
HSPG2,FGF7,0.33872,0,
ADRB2,AKAP12,0.28293,0,
APOE,ALB,0.04629,0,
ALB,RBP4,0.62182,0,
SRGN,ALB,0.05335,0,
ALB,FCGRT,0.06689,0,
PON1,ALB,0.22238,0,
MSN,NCF1,0.56436,0,
MSN,CD44,0.69349,0,
SELPLG,MSN,0.61707,0,
ICAM3,MSN,0.52048,0,
CD93,MSN,0.50723,0,
CEACAM1,ITGB3,0.30029,0,
CEACAM8,CEACAM1,0.22285,0,
HAVCR2,CEACAM1,0.19705,0,
MYL6B,IQGAP1,0.49747,0,
RNASEL,IQGAP1,0.76482,0,
TSHR,FLNB,0.61527,0,
S100A9,S100A8,0.89385,0,
FLOT1,NGB,0.09873,0,
CDC34,HEY1,0.18782,0,
PTK2B,SIRPA,0.78471,0,
TPK1,PTK2B,0.65661,0,
CRP,FCGR2A,0.02974,0,
SLA,VAV1,0.70314,0,
NDRG2,ATP1B1,0.50079,0,
SLC4A1,ATP1B1,0.19713,0,
ATP1B1,MLC1,0.26653,0,
FCGR2B,INPPL1,0.41691,0,
A2M,LEP,0.02129,0,
WAS,C5AR1,0.60539,0,
BGN,COL2A1,0.2303,0,
APOB,BGN,0.05797,0,
BGN,COL4A2,0.53632,0,
IL16,FCGR1A,0.57214,0,
RYBP,FANK1,0.20199,0,
SELP,PTX3,0.03561,0,
PTX3,PLG,0.15162,0,
PTX3,ITIH4,0.00691,0,
ACTN1,GRIN2A,0.19496,0,
MYOT,ACTN1,0.0298,0,
CTSG,SELPLG,0.09919,0,
CTSG,F5,0.07903,0,
DLX3,GCM1,0.21782,0,
IL1RAP,IL18R1,0.70257,0,
FGG,F13A1,0.00498,0,
FGG,ITGB3,0.03009,0,
F13B,FGG,0.42364,0,
SNAI1,FBXL5,0.1173,0,
WWOX,SAMD5,0.18941,0,
FCGR3A,PTPRC,0.55998,0,
ITGAL,PTPRC,0.29285,0,
SEMA4D,PTPRC,0.68755,0,
FBLIM1,FLNB,0.5504,0,
NDN,NGFR,0.31456,0,
NDN,CYS1,0.62874,0,
PLAUR,FAP,0.11416,0,
TRIM21,PAWR,0.40117,0,
APOE,A2M,0.57716,0,
A2M,ADAM19,0.45608,0,
A2M,AMBP,0.03977,0,
A2M,CTSE,0.1208,0,
CAV2,DRD1,0.11712,0,
MALL,CAV2,0.30335,0,
RGS3,EFNB1,0.37854,0,
COTL1,ALOX5,0.81909,0,
SELL,EMCN,0.48121,0,
MYO10,FSCN1,0.42188,0,
FCN2,CRP,0.0303,0,
TUBA4A,MGRN1,0.63685,0,
APOH,PF4,0.01013,0,
TTR,LRP2,0.01286,0,
LRP2,RBP1,0.37047,0,
LRP2,SLC9A3,0.03858,0,
LRP2,APOH,0.01937,0,
FZD4,TSPAN12,0.45764,0,
KCNA4,KCNA2,0.06736,0,
TGFB2,BMP2,0.28376,0,
ASCL1,BMP2,0.01021,0,
FURIN,MST1R,0.3654,0,
LMO1,NHLH1,0.16723,0,
COL6A1,LAMB1,0.69601,0,
CNTNAP2,CNTN1,0.39506,0,
CNTN1,PTPRZ1,0.37579,0,
CNTN1,SCNN1B,0.29326,0,
TNR,CNTN1,0.42366,0,
BOC,CDON,0.74697,0,
NRP1,ITGA5,0.3396,0,
P2RX7,CAMP,0.16043,0,
ADCY1,ADCY2,0.50703,0,
PARD6B,PARD3B,0.75567,0,
TTR,HSPG2,0.08511,0,
TTR,RBP4,0.56073,0,
FCGR1A,FCGR3A,0.3415,0,
GP6,FCGR3A,0.3028,0,
ODF1,TRIP6,0.10601,0,
PAX9,MSX1,0.32266,0,
ANK1,CD44,0.15345,0,
CD44,SRGN,0.58176,0,
PRTN3,SERPINB1,0.07582,0,
CXCL14,PRTN3,0.06597,0,
RTN4R,NGFR,0.2022,0,
SALL2,NGFR,0.32688,0,
MAGEH1,NGFR,0.2006,0,
HBB,HBZ,0.49163,0,
SNCG,FLOT2,0.07031,0,
FCAR,FCGR1A,0.18354,0,
HBA1,HBB,0.88918,0,
HBA1,HBG2,0.58436,0,
HBA1,HBE1,0.29943,0,
FCGR2B,TRIM21,0.41216,0,
TRIM21,FBP1,0.12688,0,
SGTB,TRIM21,0.40182,0,
TRIM21,FAIM2,0.18446,0,
WWC1,DDN,0.03461,0,
FHL2,WT1,0.35388,0,
PICALM,FHL2,0.50765,0,
FHL2,IGFBP5,0.31625,0,
GCA,LCP1,0.70638,0,
FOXO6,HNF4A,0.08627,0,
CD55,GPLD1,0.34749,0,
