FROM,TO,W,DRUG,
REG4,EGFR,0.21907,0,
EGFR,IGFBP2,0.09031,0,
NTRK2,TRPC3,0.35077,0,
FGF8,NTRK2,0.06751,0,
TGFA,NTRK2,0.16328,0,
NTRK2,ITGB4,0.22504,0,
NGFR,NTRK2,0.04886,0,
NGFR,NTRK2,0.04886,0,
EFNA3,NTRK2,0.23973,0,
EFNA2,NTRK2,0.02982,0,
EFNA4,NTRK2,0.22353,0,
FGF21,NTRK2,0.05145,0,
PGF,NTRK2,0.18587,0,
FGF19,NTRK2,0.02281,0,
UCHL1,NTRK2,0.37747,0,
NTRK2,AKAP4,0.13195,0,
CAV3,JPH2,0.6297,0,
TRPC3,TRPC4,0.43975,0,
TRPC3,TRPC6,0.65535,0,
EPOR,TRPC3,0.69119,0,
WNK4,TRPC3,0.17108,0,
GAP43,ELAVL4,0.80628,0,
SLC9A3R2,TRPC4,0.23654,0,
SLC9A3R2,ADRB2,0.61484,0,
PODXL,SLC9A3R2,0.65551,0,
SLC9A3R2,SLC9A3,0.11979,0,
CHRM1,TRPC6,0.35235,0,
MAP7,TRPV4,0.52429,0,
CDH1,TRPV4,0.5361,0,
TRPV4,AQP4,0.33846,0,
ARRB1,AGTR1,0.5937,0,
GRK5,AGTR1,0.72975,0,
AGTR1,GNA14,0.56622,0,
CHRM1,GNA14,0.38672,0,
SSTR5,DRD2,0.01007,0,
CDK1,STMN1,0.59011,0,
AURKB,STMN1,0.56677,0,
STMN1,CAMK2A,0.38718,0,
STMN1,HGF,0.35935,0,
PIWIL1,STMN1,0.12522,0,
KLK3,EPOR,0.03421,0,
CACNB2,CACNA1C,0.82162,0,
CACNA1C,CACNB2,0.82162,0,
CDH1,CDC20,0.45417,0,
CDH1,PTPRF,0.57002,0,
CDK1,CDH1,0.42788,0,
CDH1,HIST1H3J,0.12283,0,
CDH1,SKP2,0.44778,0,
PLK1,CDH1,0.52499,0,
CDH1,RRM2,0.47061,0,
CDH1,SIX1,0.46059,0,
CSE1L,CDH1,0.55584,0,
CDH1,CSNK1A1L,0.30644,0,
CDH1,JUP,0.66837,0,
JUP,CDH1,0.66837,0,
CDH1,CDH3,0.4909,0,
CDH3,CDH1,0.4909,0,
PTPRM,CDH1,0.59191,0,
PRKCE,TRPA1,0.05727,0,
SLC9A3R1,NOS2,0.15418,0,
CDK1,SLC9A3R1,0.50512,0,
SLC9A3R1,ABCC2,0.18157,0,
ADRB2,SLC9A3R1,0.43798,0,
SLC9A3R1,ADRB2,0.43798,0,
PAG1,SLC9A3R1,0.47814,0,
CXCR2,SLC9A3R1,0.26157,0,
FZD4,SLC9A3R1,0.48422,0,
SLC9A3R1,PTH1R,0.46949,0,
SLC9A3R1,OPRK1,0.21804,0,
SLC26A3,SLC9A3R1,0.1027,0,
SLC9A3R1,SLC9A3,0.17742,0,
RLBP1,SLC9A3R1,0.02029,0,
SYT1,SV2B,0.20835,0,
PTGIR,PDZD3,0.11178,0,
WNK4,CLDN1,0.13959,0,
TGM2,NME1,0.43042,0,
S100A7,TGM2,0.1004,0,
MAP3K12,TGM2,0.63174,0,
DPYSL2,CDK5R1,0.53512,0,
E2F7,E2F8,0.58871,0,
AURKA,NDC80,0.72085,0,
AURKB,NDC80,0.69502,0,
NEK2,NDC80,0.71986,0,
NDC80,NUF2,0.66627,0,
NDC80,CENPH,0.65316,0,
UBE2T,FANCI,0.66899,0,
CDK1,FOXM1,0.62271,0,
FOXM1,CDK1,0.62271,0,
CCNB1,FOXM1,0.62944,0,
FOXM1,CCNB1,0.62944,0,
FOXM1,CDC25C,0.59408,0,
FOXM1,AURKB,0.72126,0,
PLK1,FOXM1,0.74114,0,
FOXM1,PLK1,0.74114,0,
CHEK2,FOXM1,0.62173,0,
FOXM1,CDC25A,0.75882,0,
CCNE1,FOXM1,0.37967,0,
FOXM1,CENPF,0.75468,0,
ASF1B,HIST1H3J,0.22241,0,
CHAF1A,ASF1B,0.67028,0,
ASF1B,CHAF1B,0.70549,0,
GAPDH,SLC2A1,0.63162,0,
ELANE,MMP9,0.02601,0,
CDC25C,ELANE,0.20423,0,
ELANE,THBS1,0.47514,0,
ELANE,CSF3R,0.37327,0,
ELANE,TGFA,0.16333,0,
ELANE,ELN,0.19349,0,
MYCN,H2AFX,0.05662,0,
MYCN,MCM2,0.22556,0,
MYCN,MCM7,0.17335,0,
CDK1,MYCN,0.10143,0,
CCNB1,MYCN,0.12205,0,
PKMYT1,MYCN,0.13162,0,
MYCN,EZH2,0.07129,0,
MYCN,MCM5,0.12451,0,
MYCN,MCM8,0.11233,0,
MYCN,MCM4,0.16499,0,
AURKA,TP73,0.31046,0,
CDK1,TP73,0.28075,0,
TP73,TP63,0.23576,0,
PLK1,TP73,0.34101,0,
CHEK1,TP73,0.41269,0,
E2F1,TP73,0.29024,0,
CHEK2,TP73,0.28424,0,
TP73,BUB1B,0.37228,0,
FBXO45,TP73,0.31671,0,
DBF4,MCM2,0.60312,0,
DBF4,MCM7,0.73304,0,
CDK1,DBF4,0.76655,0,
E2F1,DBF4,0.4944,0,
DBF4,MCM4,0.65281,0,
CHEK2,DBF4,0.64795,0,
DBF4,ORC6,0.7035,0,
SCN2A,SCN4B,0.11911,0,
RPS6KA2,NR4A1,0.36009,0,
RPS6KA2,CDC25A,0.64578,0,
L1CAM,RPS6KA2,0.15444,0,
COL1A1,DDR1,0.19916,0,
DDR1,CDK1,0.51233,0,
FGF8,DDR1,0.02672,0,
TGFA,DDR1,0.43975,0,
DDR1,ITGB4,0.58786,0,
TTR,DDR1,0.07925,0,
EFNA3,DDR1,0.47422,0,
EFNA2,DDR1,0.18306,0,
EFNA4,DDR1,0.52313,0,
FGF21,DDR1,0.05033,0,
PGF,DDR1,0.40681,0,
COL2A1,DDR1,0.03645,0,
DDR1,COL2A1,0.03645,0,
FGF19,DDR1,0.0472,0,
FGF5,DDR1,0.04429,0,
PEAK1,DDR1,0.64335,0,
COL11A1,DDR1,0.19777,0,
DDR1,COL11A1,0.19777,0,
RRM1,CHEK1,0.6657,0,
RRM2,RRM1,0.67816,0,
RRM1,CHEK2,0.60864,0,
HMGA2,H2AFX,0.28825,0,
BUB1,H2AFX,0.66105,0,
SUV39H2,H2AFX,0.59983,0,
BRCA1,H2AFX,0.56078,0,
AURKB,H2AFX,0.68002,0,
H2AFX,CHEK1,0.71539,0,
H2AFX,RAD51,0.66466,0,
CHEK2,H2AFX,0.65251,0,
MARK1,H2AFX,0.44456,0,
PKM,H2AFX,0.51042,0,
PBK,H2AFX,0.63707,0,
VRK1,H2AFX,0.59042,0,
H2AFX,ELN,0.4215,0,
PI3,H2AFX,0.14771,0,
TIMM8A,H2AFX,0.5458,0,
TIMELESS,PER1,0.57294,0,
PER1,GPRASP1,0.61831,0,
CDC20,PTTG1,0.74807,0,
CDK1,PTTG1,0.73789,0,
CHEK1,PTTG1,0.68815,0,
E2F1,PTTG1,0.63562,0,
CHEK2,PTTG1,0.65333,0,
BUB1B,PTTG1,0.70421,0,
AURKA,CDC20,0.82761,0,
CDK1,CDC20,0.73218,0,
CCNB1,CDC20,0.80341,0,
BUB1,CDC20,0.81289,0,
CDC20,BUB1,0.81289,0,
CDC20,MAD2L1,0.6894,0,
PLK1,CDC20,0.81275,0,
E2F1,CDC20,0.65151,0,
BUB1B,CDC20,0.76116,0,
CDC20,BUB1B,0.76116,0,
CCNA1,CDC20,0.24067,0,
CDC20,CCNA1,0.24067,0,
UBE2C,CDC20,0.80762,0,
CDC20,UBE2C,0.80762,0,
MCM2,MCM10,0.71143,0,
MCM7,MCM10,0.73584,0,
CDC45,MCM10,0.67054,0,
CDK1,TOP2A,0.64562,0,
UHRF1,TOP2A,0.71421,0,
PLK1,TOP2A,0.72831,0,
DTL,PCNA,0.72922,0,
PCNA,CDT1,0.74864,0,
CDK1,PCNA,0.75605,0,
E2F2,PCNA,0.63371,0,
PCNA,CDC25C,0.71938,0,
PCNA,BRCA1,0.63802,0,
PCNA,CLSPN,0.59474,0,
PCNA,RBBP8,0.55203,0,
PCNA,CHEK1,0.74931,0,
E2F1,PCNA,0.68038,0,
PCNA,RAD51,0.77484,0,
PCNA,FEN1,0.75477,0,
PCNA,TIMELESS,0.69889,0,
PCNA,CHAF1A,0.62556,0,
PCNA,CHAF1B,0.72799,0,
PCNA,HLTF,0.59493,0,
PCNA,TRAIP,0.74284,0,
PCNA,RFC4,0.7256,0,
PCNA,RFC5,0.74472,0,
AURKA,GMNN,0.70157,0,
GMNN,SIX3,0.15426,0,
GMNN,CHEK2,0.66148,0,
AURKA,CENPA,0.82984,0,
AURKA,TPX2,0.74924,0,
TPX2,AURKA,0.74924,0,
AURKA,HIST1H3J,0.24692,0,
AURKA,BRCA1,0.68913,0,
BRCA1,AURKA,0.68913,0,
AURKA,NME1,0.64917,0,
AURKA,KIF2C,0.8142,0,
AURKA,KIF11,0.78838,0,
AURKA,AURKB,0.80293,0,
AURKA,PLK1,0.81779,0,
AURKA,BORA,0.72181,0,
BORA,AURKA,0.72181,0,
PAK1,AURKA,0.51285,0,
AURKA,SPAG5,0.75963,0,
AURKA,WDR62,0.60633,0,
AURKA,AOC1,0.12164,0,
AURKA,NUSAP1,0.77931,0,
PLK4,AURKA,0.74173,0,
AURKA,DLGAP5,0.81695,0,
AURKA,KIF15,0.78674,0,
SIX1,PAX2,0.00774,0,
LMX1B,PAX2,0.12749,0,
NOS2,IL12RB2,0.03191,0,
CDK1,FOXG1,0.13813,0,
FOXG1,FOXH1,0.00117,0,
MSH2,EXO1,0.70264,0,
CHEK2,MSH2,0.60917,0,
MSH2,BLM,0.70152,0,
ALK,MSH2,0.13919,0,
CP,LTF,0.09132,0,
LTF,MUC7,0.24315,0,
CEL,LTF,0.01951,0,
ITLN1,LTF,0.03858,0,
CDK1,BIRC5,0.78965,0,
BIRC5,CCNB1,0.83526,0,
CCNB1,BIRC5,0.83526,0,
BIRC5,AURKB,0.75188,0,
PLK1,BIRC5,0.74387,0,
BIRC5,INCENP,0.55243,0,
INCENP,BIRC5,0.55243,0,
BIRC5,CDCA8,0.4885,0,
CDCA8,BIRC5,0.4885,0,
BLM,EXO1,0.79087,0,
TIMP3,MMP9,0.11085,0,
TIMP3,KDR,0.68834,0,
KDR,TIMP3,0.68834,0,
TIMP3,MMP13,0.00319,0,
CCL2,CCR10,0.33421,0,
MMP8,CCL2,0.34668,0,
CCL26,CCL2,0.08133,0,
CCL2,MMP3,0.0486,0,
CCL2,MMP1,0.04611,0,
CCL2,ACKR1,0.51164,0,
TXN,COL1A1,0.00189,0,
MYB,COL1A1,0.01061,0,
PAK1,COL1A1,0.1129,0,
CD36,COL1A1,0.20319,0,
COL1A1,ITGA11,0.79405,0,
CD93,COL1A1,0.22396,0,
MYBL2,CDK1,0.70104,0,
MYBL2,CCNB1,0.74595,0,
E2F1,MYBL2,0.72295,0,
CCNA2,MYBL2,0.75672,0,
CCNE1,MYBL2,0.44313,0,
MYBL2,CCNF,0.76604,0,
CDK1,CENPA,0.80354,0,
CENPA,AURKB,0.80944,0,
AURKB,CENPA,0.80944,0,
CENPA,HJURP,0.78718,0,
MCM7,MCM2,0.72834,0,
MCM2,MCM7,0.72834,0,
CDC45,MCM2,0.64816,0,
MCM2,CDC45,0.64816,0,
MCM2,MCM5,0.769,0,
PLK1,MCM2,0.74047,0,
MCM2,MCM4,0.77405,0,
MCM2,CDC6,0.7141,0,
CCNA1,MCM2,0.17307,0,
MCM2,ORC1,0.78484,0,
ORC1,MCM2,0.78484,0,
MCM2,MRC1,0.47207,0,
ORC6,MCM2,0.63454,0,
MCM2,GINS4,0.54037,0,
SIX1,OTX2,0.18759,0,
FOXA2,OTX2,0.0849,0,
DMBX1,OTX2,0.00885,0,
NDRG1,APOA1,0.02591,0,
ATAD2,E2F1,0.66028,0,
FZD6,WNT4,0.32717,0,
WNT4,FZD6,0.32717,0,
WNT4,FZD9,0.00484,0,
WNT4,FZD10,0.0203,0,
CDT1,DTL,0.75395,0,
CDK1,DTL,0.70874,0,
E2F1,DTL,0.61937,0,
CDK1,CDT1,0.66478,0,
E2F1,CDT1,0.71348,0,
CCNA2,CDT1,0.70033,0,
CDT1,MCM4,0.7637,0,
CDT1,CDC6,0.75398,0,
CCNA1,CDT1,0.25824,0,
ORC1,CDT1,0.78844,0,
GCLC,GCLM,0.63034,0,
CDK1,MCM7,0.65378,0,
MCM7,CDC45,0.65559,0,
MCM5,MCM7,0.71935,0,
MCM7,MCM5,0.71935,0,
PLK1,MCM7,0.75934,0,
MCM4,MCM7,0.75905,0,
MCM7,MCM4,0.75905,0,
MCM7,CDC6,0.72358,0,
MCM7,ORC1,0.76648,0,
MCM7,ORC6,0.70889,0,
ORC6,MCM7,0.70889,0,
CDK1,CCNB1,0.80517,0,
CCNB1,CDK1,0.80517,0,
ZBTB16,CDK1,0.48626,0,
CDK1,CDC25C,0.72028,0,
CDC25C,CDK1,0.72028,0,
CDK1,RACGAP1,0.82816,0,
CDK1,UHRF1,0.59198,0,
CDK1,MAPK6,0.63414,0,
CDK1,SFN,0.48165,0,
SFN,CDK1,0.48165,0,
CDK1,TPX2,0.65797,0,
CDK1,BUB1,0.78622,0,
CDK1,PKMYT1,0.619,0,
CDK1,CKS1B,0.79231,0,
CKS1B,CDK1,0.79231,0,
CDK1,ECT2,0.69172,0,
CDK1,BRCA1,0.61942,0,
CDK1,NME1,0.72264,0,
CDK1,KIF11,0.76966,0,
CDK1,RECQL4,0.53687,0,
CDK1,CKS2,0.77427,0,
CDK1,PLK1,0.71111,0,
CDK1,RBBP8,0.4758,0,
CHEK1,CDK1,0.72072,0,
CDK1,CHEK1,0.72072,0,
CDK1,RRM2,0.73312,0,
CDK1,E2F1,0.57887,0,
E2F1,CDK1,0.57887,0,
CDK1,INCENP,0.57773,0,
CDK1,CCNA2,0.81047,0,
CCNA2,CDK1,0.81047,0,
CDK1,KIF4A,0.70924,0,
CDK1,PAK1,0.52602,0,
CDK1,HGF,0.43492,0,
CDK1,TTK,0.73867,0,
