FROM,TO,W,DRUG,
CDC20,BUB1B,0.75907,0,
UBE2C,CDC20,0.80358,0,
CDC20,UBE2C,0.80358,0,
MCM2,MCM10,0.79221,0,
CDC45,MCM10,0.75923,0,
CDK1,TOP2A,0.86771,0,
UHRF1,TOP2A,0.72302,0,
PLK1,TOP2A,0.79807,0,
AURKA,GMNN,0.33366,0,
GMNN,SIX3,0.29387,0,
AURKA,CENPA,0.51245,0,
ESR1,AURKA,0.40584,0,
AURKA,TPX2,0.60754,0,
TPX2,AURKA,0.60754,0,
AURKA,KIF2C,0.54555,0,
AURKA,KIF11,0.53408,0,
AURKA,AURKB,0.49141,0,
AURKA,PLK1,0.55395,0,
AURKA,DLGAP5,0.52327,0,
AURKA,KIF15,0.56321,0,
CDK1,BIRC5,0.67005,0,
BIRC5,CCNB1,0.74567,0,
CCNB1,BIRC5,0.74567,0,
BIRC5,AURKB,0.72457,0,
PLK1,BIRC5,0.73655,0,
BIRC5,CDCA8,0.65319,0,
CDCA8,BIRC5,0.65319,0,
BLM,EXO1,0.65503,0,
MYBL2,CDK1,0.66988,0,
MYBL2,CCNB1,0.70871,0,
E2F1,MYBL2,0.45206,0,
CCNA2,MYBL2,0.24915,0,
CCNE1,MYBL2,0.1206,0,
CDK1,CENPA,0.81997,0,
CENPA,AURKB,0.74665,0,
AURKB,CENPA,0.74665,0,
DIAPH3,CENPA,0.0856,0,
CENPA,HJURP,0.83247,0,
EGF,MCM2,0.19602,0,
CDC45,MCM2,0.74012,0,
MCM2,CDC45,0.74012,0,
PLK1,MCM2,0.78755,0,
MCM2,ORC1,0.84054,0,
ORC1,MCM2,0.84054,0,
CDT1,DTL,0.51609,0,
CDK1,DTL,0.73475,0,
E2F1,DTL,0.62827,0,
CDK1,CDT1,0.51475,0,
E2F1,CDT1,0.52707,0,
CCNA2,CDT1,0.27675,0,
ORC1,CDT1,0.60018,0,
ESR1,EGF,0.18035,0,
NR4A1,EGF,0.08503,0,
EGF,CDC25A,0.03847,0,
FOS,EGF,0.09791,0,
EGF,PITX1,0.15803,0,
EGF,EPHA5,0.02796,0,
EGF,CA9,0.08538,0,
EGF,CDCA5,0.10554,0,
KRT13,EGF,0.09152,0,
MISP,EGF,0.013,0,
ESR1,CCNA2,0.1941,0,
ESR1,CXCL12,0.53541,0,
BIK,ESR1,0.18352,0,
ESR1,ESR2,0.0311,0,
ESR2,ESR1,0.0311,0,
PRL,ESR1,0.19768,0,
NR0B1,ESR1,0.12441,0,
SOCS3,CSF3R,0.36765,0,
CSF3R,SOCS3,0.36765,0,
IDO1,SOCS3,0.05087,0,
CDK1,CCNB1,0.78912,0,
CCNB1,CDK1,0.78912,0,
CDK1,CDC25C,0.69345,0,
CDC25C,CDK1,0.69345,0,
CDK1,RACGAP1,0.86355,0,
CDK1,UHRF1,0.73459,0,
CDK1,SFN,0.19456,0,
SFN,CDK1,0.19456,0,
CDK1,TPX2,0.87534,0,
CDK1,BUB1,0.8377,0,
CDK1,PKMYT1,0.50844,0,
CDK1,MAPT,0.12745,0,
CDK1,KIF11,0.91279,0,
CDK1,RECQL4,0.39954,0,
CDK1,PLK1,0.84148,0,
CDK1,RRM2,0.72472,0,
CDK1,E2F1,0.50098,0,
E2F1,CDK1,0.50098,0,
CDK1,CCNA2,0.38436,0,
CCNA2,CDK1,0.38436,0,
CDK1,KIF4A,0.81672,0,
CDK1,HGF,0.13146,0,
CDK1,TTK,0.84338,0,
CDK1,PRC1,0.81115,0,
CDK1,CDC25A,0.67915,0,
CDC25A,CDK1,0.67915,0,
CDK1,CHAF1B,0.70962,0,
CDK1,CCNE1,0.14926,0,
CDK1,BLM,0.65472,0,
CDK1,BUB1B,0.81435,0,
CDK1,DES,0.0832,0,
CDK1,CDCA8,0.82197,0,
CDK1,PBK,0.77686,0,
ROS1,CDK1,0.12677,0,
CDK1,ORC1,0.73922,0,
CDK1,ERCC6L,0.78759,0,
CDK1,SYN3,0.27086,0,
CDK1,CDKN3,0.77891,0,
CDK1,DEPDC1,0.80413,0,
CDK1,NCAPG,0.87011,0,
CDK1,SKA3,0.83061,0,
CDK1,KIFC1,0.85985,0,
CDK1,CDCA5,0.734,0,
CDK1,MKI67,0.83115,0,
CDK1,DLGAP5,0.84303,0,
CDK1,KIF18A,0.81789,0,
CCNB2,CDK1,0.82744,0,
CDK1,CCNB2,0.82744,0,
CDK1,FUT2,0.31692,0,
CCNB1,CDC25C,0.75379,0,
CDC25C,CCNB1,0.75379,0,
PKMYT1,CCNB1,0.57019,0,
CCNB1,PLK1,0.85288,0,
PLK1,CCNB1,0.85288,0,
E2F1,CCNB1,0.46679,0,
CCNB1,CDC25A,0.73885,0,
CDC25A,CCNB1,0.73885,0,
CCNB1,PBK,0.70802,0,
PBK,CCNB1,0.70802,0,
MMP9,EPHB2,0.0252,0,
CXCL2,MMP9,0.12127,0,
PPBP,MMP9,0.05459,0,
MMP9,CXCL5,0.0812,0,
MMP9,LCN2,0.05966,0,
MMP9,PRSS2,0.00265,0,
USH1C,USH1G,0.01276,0,
PLK1,CDC25C,0.67982,0,
KIF23,RACGAP1,0.82405,0,
RACGAP1,KIF23,0.82405,0,
AURKB,RACGAP1,0.58036,0,
PLK1,RACGAP1,0.83382,0,
EME1,UHRF1,0.50809,0,
CCNA2,UHRF1,0.33991,0,
TPX2,HMMR,0.7608,0,
PLK1,HMMR,0.71609,0,
E2F1,CDKN2A,0.48029,0,
CDKN2A,CDKN2A,1,0,
CDKN2A,CDKN2A,1,0,
AURKB,KIF23,0.67765,0,
PLK1,KIF23,0.83121,0,
KIF23,ACTA1,0.14162,0,
BUB1,MAD2L1,0.83085,0,
MAD2L1,BUB1,0.83085,0,
BUB1,PLK1,0.85856,0,
PLK1,BUB1,0.85856,0,
TTK,BUB1,0.86383,0,
BUB1,BUB1B,0.86326,0,
PKMYT1,PLK1,0.57227,0,
PITX2,LEF1,0.08798,0,
LEF1,PITX2,0.08798,0,
ACTN2,TTN,0.07102,0,
MAPT,PTGS2,0.05849,0,
MAPT,INS,0.06013,0,
CAPN3,MAPT,0.12687,0,
PPBP,MAPT,0.00322,0,
MAPT,CRP,0.12085,0,
GRIN2A,MAPT,0.082,0,
LCN2,MAPT,0.01017,0,
MAPT,REG1A,0.01656,0,
C1QL1,MAPT,0.04982,0,
UBD,MAD2L1,0.23592,0,
MAD2L1,BUB1B,0.82325,0,
AURKB,KIF2C,0.71422,0,
PLK1,KIF2C,0.88068,0,
CLSPN,CDC45,0.61404,0,
PLK1,CLSPN,0.73193,0,
BUB1B,CENPE,0.86977,0,
AURKB,PLK1,0.69981,0,
AURKB,KIF4A,0.58861,0,
AURKB,DES,0.39167,0,
CDCA8,AURKB,0.61928,0,
AURKB,CDCA8,0.61928,0,
AURKB,NCAPH,0.71101,0,
MYL2,AURKB,0.12582,0,
AURKB,SKA3,0.68642,0,
KIF20A,AURKB,0.60282,0,
AURKB,KIF20A,0.60282,0,
AURKB,SHCBP1,0.50757,0,
AURKB,CDCA5,0.6893,0,
AURKB,MKI67,0.54624,0,
AURKB,CDCA2,0.58097,0,
AURKB,ZWINT,0.63254,0,
PLK1,RRM2,0.72409,0,
PLK1,RAD51,0.75021,0,
PRC1,PLK1,0.7977,0,
PLK1,PRC1,0.7977,0,
PLK1,BUB1B,0.83252,0,
PLK1,GTSE1,0.83941,0,
PLK1,CEP55,0.78227,0,
PLK1,ERCC6L,0.81213,0,
PLK1,CENPU,0.59423,0,
PLK1,KIF20A,0.86124,0,
PLK1,ASPM,0.68891,0,
CSF3,CSF3R,0.2879,0,
TTN,ACTA1,0.79447,0,
SPRR1A,ACTA1,0.06487,0,
E2F1,CDKN2A,0.48029,0,
CCNA2,E2F1,0.3475,0,
E2F1,CCNA2,0.3475,0,
E2F1,RAD51,0.55132,0,
CCNE1,E2F1,0.13906,0,
E2F1,CCNE1,0.13906,0,
CAMP,PGC,0.03423,0,
CXCL12,ESR2,0.07395,0,
KIF4A,PRC1,0.80569,0,
EPHB2,FOS,0.13447,0,
HGF,EPHB1,0.19256,0,
HGF,NTRK3,0.3032,0,
HGF,EPHA5,0.03877,0,
LCN2,HGF,0.05799,0,
HGFAC,HGF,0.22979,0,
BLM,RAD51,0.64599,0,
RAD51,RAD51AP1,0.73759,0,
TTK,BLM,0.67556,0,
TTK,BUB1B,0.87215,0,
TTK,CDCA8,0.86916,0,
TTK,RMI2,0.5551,0,
AZU1,TTK,0.08134,0,
PBK,PRC1,0.71118,0,
CCNE1,CDC25A,0.1191,0,
CDC25A,CCNE1,0.1191,0,
CDC25A,KRT1,0.14649,0,
CDC25A,CDKN3,0.66187,0,
NTF3,EPHB1,0.4019,0,
NTF3,NTRK3,0.41007,0,
NTRK3,NTF3,0.41007,0,
KRT1,MPO,0.12407,0,
HIST1H1B,CCNE1,0.07059,0,
DACH1,SIX1,0.20072,0,
BUB1B,SNCG,0.00818,0,
INS,EPHB1,0.06628,0,
INS,NTRK3,0.05135,0,
INS,EPHA5,0.07684,0,
INS,TTN,0.15971,0,
TTN,CAPN3,0.50599,0,
DKK1,KREMEN2,0.12771,0,
SIX1,OTX1,0.19969,0,
SLC12A1,STK39,0.06483,0,
STK39,SLC12A5,0.05738,0,
SFTPA1,SFTPA2,0.94393,0,
PRKAA2,TFAP2A,0.08646,0,
CXCL2,CXCR2,0.40677,0,
CXCL2,CXCR1,0.40476,0,
FGF19,ROS1,0.05937,0,
PPBP,CXCR2,0.14277,0,
PPBP,CXCR1,0.14487,0,
FGF23,NTRK3,0.12906,0,
CXCR1,CXCR2,0.94519,0,
CXCL5,CXCR2,0.16708,0,
CRP,FCN2,0.32289,0,
CXCL5,CXCR1,0.14304,0,
CAMP,FPR2,0.1101,0,
GNAZ,ADCY1,0.22922,0,
CXCL14,PRTN3,0.04917,0,
SPP1,CCR8,0.08493,0,
DKK2,KREMEN2,0.011,0,
HBB,HBA1,0.96453,0,
AHSP,HBA1,0.68237,0,
HBG2,HBA1,0.57692,0,
PTH2R,PTHLH,0.01519,0,
GUCA2A,GUCY2C,0.0112,0,
CALCA,CALCA,1,0,
NPFFR2,GNAZ,0.02301,0,
BMP7,SOSTDC1,0.0227,0,
TH,UTS2,0.04588,0,
SAA1,FPR2,0.28365,0,
ADORA1,GNAZ,0.12319,0,
GPR35,GNAZ,0.34571,0,
F2RL3,GNAZ,0.10073,0,
ADRA2C,GNAZ,0.09695,0,
RGS20,GNAZ,0.0938,0,
NCAPH,GRIN2A,0.14617,0,
GRIN2A,RASGRF1,0.01124,0,
CHRM2,GNAO1,0.47169,0,
CHRM5,GNAO1,0.52239,0,
GPR17,GNAO1,0.38267,0,
GRM6,GNAO1,0.00979,0,
NCAPH,NCAPG,0.81966,0,
CAPG,NCAPH,0.35892,0,
MELK,HIST1H1B,0.32076,0,
VWF,ADAMTS13,0.33555,0,
ORC1,TRIP13,0.66355,0,
OMG,LINGO1,0.00522,0,
MAFA,PDX1,0.00454,0,
SLC4A1,RHAG,0.88531,0,
GYPA,SLC4A1,0.99026,0,
SLC4A1,GYPA,0.99026,0,
HIST1H2AI,ALPI,0.01461,0,
FGF23,PHEX,0.03478,0,
HBB,HBG2,0.55356,0,
MAG,COL2A1,0.00924,0,
COMP,COL2A1,0.00376,0,
MS4A3,CDKN3,0.12327,0,
TTN,MYBPC3,0.07328,0,
CDH13,ADIPOQ,0.0448,0,
MAG,COL9A1,0.03745,0,
COL9A1,COMP,0.10372,0,
MMP12,LPA,0.0986,0,
SKA3,SKA1,0.72915,0,
TRIM71,SHCBP1,0.10462,0,
AMPD1,MYH2,0.29152,0,
MKI67,KIF15,0.7512,0,
ECM1,COMP,0.0169,0,
CHRNB4,CHRNA3,0.19024,0,
CKB,CKM,0.05637,0,
SPC24,SPC25,0.72886,0,
DEFA1B,DEFA3,0.85036,0,
COMP,MATN3,0.01989,0,
CALML5,TGM3,0.14625,0,
LIPF,CLPS,0.00157,0,
SCGB1D2,SCGB2A2,0.34755,0,
CLPS,PNLIP,0.02502,0,
CLPS,PNLIPRP2,0.01352,0,
E2F1,HIST1H2AI,0.09072,0,
E2F1,SERPINE1,0.11418,0,
SERPINE1,TFAP2A,0.05889,0,
ESR1,SERPINE1,0.06178,0,
E2F1,CTSV,0.099,0,
E2F1,AURKA,0.48414,0,
E2F1,ETV4,0.23092,0,
E2F1,AURKB,0.40095,0,
E2F1,HOXB9,0.06768,0,
E2F1,FOXM1,0.4921,0,
E2F1,ASF1B,0.54207,0,
E2F1,CDT1,0.52707,0,
E2F1,UHRF1,0.49284,0,
E2F1,CDKN2A,0.48029,0,
E2F1,KIF2C,0.47186,0,
E2F1,RRM2,0.51726,0,
E2F1,CDKN2A,0.48029,0,
E2F1,CDC25A,0.43549,0,
TP73,E2F1,0.48578,0,
E2F1,TP73,0.48578,0,
E2F1,TYMS,0.60547,0,
E2F1,BIRC5,0.49303,0,
E2F1,CDC45,0.56579,0,
E2F1,PLK1,0.48888,0,
E2F1,CDKN2C,0.54387,0,
E2F1,HMGA1,0.27107,0,
E2F1,MYBL2,0.45206,0,
E2F1,DTL,0.62827,0,
E2F1,KIF23,0.45432,0,
E2F1,RAD51,0.55132,0,
NR4A1,E2F1,0.19521,0,
E2F1,MYCN,0.06899,0,
E2F1,TOP2A,0.47863,0,
ESR1,E2F1,0.3095,0,
E2F1,CDK1,0.50098,0,
E2F1,RACGAP1,0.47481,0,
E2F1,TK1,0.5283,0,
E2F1,CDCA7,0.23593,0,
E2F1,CCNE1,0.13906,0,
E2F1,DIRAS3,0.2401,0,
E2F1,CCNA2,0.3475,0,
E2F1,GMNN,0.35533,0,
E2F1,CTNND2,0.11891,0,
E2F1,DCC,0.02082,0,
E2F1,MCM10,0.51343,0,
E2F1,FBXO43,0.46325,0,
E2F1,E2F8,0.56921,0,
FOS,ACTA1,0.1106,0,
FOS,NTF3,0.54981,0,
FOS,NTS,0.01731,0,
FOS,ESR2,0.11358,0,
ESR2,FOS,0.11358,0,
FOS,PTGS2,0.21518,0,
FOS,ESR1,0.39846,0,
ESR1,FOS,0.39846,0,
NQO1,FOS,0.15232,0,
FOS,NPPA,0.0856,0,
MMP7,FOS,0.01589,0,
FOS,SPRR3,0.10855,0,
ETV4,BDKRB1,0.03198,0,
ETV4,MMP7,0.09725,0,
ADORA1,ESR1,0.16889,0,
LEF1,BIRC5,0.18578,0,
LEF1,PITX2,0.08798,0,
LEF1,NRCAM,0.23978,0,
LEF1,MMP7,0.04949,0,
CACNG4,ESR1,0.10962,0,
DLK1,SOX9,0.13781,0,
SPDEF,AGR2,0.06341,0,
BCAS1,ESR1,0.22238,0,
TFAP2A,CCNB1,0.17488,0,
PTGS2,TFAP2A,0.0127,0,
TFAP2A,ESR1,0.16933,0,
ESR1,TFAP2A,0.16933,0,
TH,TFAP2A,0.0237,0,
DBH,TFAP2A,0.14279,0,
ADRA1A,TFAP2A,0.16548,0,
TFAP2A,DCC,0.01492,0,
CRX,TFAP2A,0.10474,0,
TFAP2A,HGF,0.08519,0,
ADRA2B,TFAP2A,0.12787,0,
FOXM1,CCNB1,0.75452,0,
FOXM1,CDC25A,0.6238,0,
ESR1,FOXM1,0.3809,0,
CDX2,GUCY2C,0.10272,0,
CDX2,UGT1A10,0.08701,0,
CDX2,INS,0.01403,0,
CDX2,MEP1A,0.13716,0,
CDX2,CDH17,0.09191,0,
ESR1,SOCS3,0.15302,0,
SOX9,ESR1,0.28856,0,
SOX9,NKX3-2,0.08977,0,
HMGA1,CDC25A,0.57378,0,
NKX2-1,SFTPB,0.04891,0,
NKX2-1,SFTPA1,0.04477,0,
HOXA10,ESR1,0.24951,0,
TP73,CDK1,0.38967,0,
TYMS,ESR1,0.34769,0,
MYCN,MCM2,0.15572,0,
TERT,ESR2,0.066,0,
E2F7,E2F8,0.79519,0,
ESR1,PRL,0.19768,0,
PKIB,ESR1,0.21505,0,
CTNND2,ESR1,0.2306,0,
ESR1,CEACAM3,0.16863,0,
ESR1,CXCL12,0.53541,0,
TRIM16,ESR1,0.22344,0,
CLDN4,ESR1,0.23316,0,
ESR1,CD24,0.35375,0,
ESR1,NQO1,0.23188,0,
ESR1,CRHBP,0.49495,0,
HMGA2,CCNA2,0.10968,0,
SOX2,NTRK3,0.09087,0,
MAFA,INS,0.01858,0,
