FROM,TO,W,DRUG,
SNCA,MAPT,0.59735,0,
MAPT,S100B,0.51283,0,
MAPT,TTLL6,0.21587,0,
SERPINA5,KLKB1,0.31702,0,
KDM5D,AR,0.26712,0,
AR,CDC25A,0.52613,0,
AR,USP26,0.05985,0,
HDAC4,CSRP3,0.33758,0,
ECT2,PLK4,0.87564,0,
SERPINA3,KLK3,0.00873,0,
BRCA1,HIST1H2AB,0.23555,0,
MAD2L1,UBD,0.40153,0,
SCN1A,PTPRZ1,0.32819,0,
NME1,RRAD,0.23363,0,
CENPH,KIF2C,0.81227,0,
CHST9,LHCGR,0.41021,0,
CDC6,KPNA2,0.69571,0,
KPNA2,FERMT2,0.55661,0,
CHEK1,CNTN2,0.48906,0,
DTNA,ACTA1,0.27972,0,
ITGA2,ACTA1,0.20332,0,
NEXN,ACTA1,0.35116,0,
ACTA1,GAS7,0.18434,0,
ACTA1,CNN1,0.35986,0,
ACTA1,SMTN,0.25298,0,
MAP1B,SNCA,0.66132,0,
LRRK2,MAP1B,0.74607,0,
MAP1B,MAG,0.22754,0,
GABRR1,MAP1B,0.07705,0,
RORA,FOXP3,0.39596,0,
KLF9,PGR,0.72371,0,
RAD51,BLM,0.87052,0,
RAD51AP1,RAD51,0.81551,0,
RAD54B,RAD51,0.74001,0,
CDKN3,CDC25A,0.80623,0,
GZMB,GRIA3,0.25912,0,
TENM1,SORBS1,0.72579,0,
MPDZ,HTR2C,0.1014,0,
ERBB4,GABRG2,0.54184,0,
SYNC,DES,0.61792,0,
FNBP1,RND2,0.88064,0,
SNCA,CRYAB,0.67058,0,
CDH16,CRYAB,0.07115,0,
SLC6A4,SNCA,0.10889,0,
USP2,CCND1,0.35534,0,
RHO,GNGT1,0.1435,0,
TAL1,NCAPG2,0.52943,0,
ADRB2,HTR4,0.00379,0,
ADRB3,ADRB2,0.20597,0,
AKAP12,ADRB2,0.4566,0,
CUBN,ALB,0.00664,0,
FHL1,KCNA5,0.57239,0,
ITIH4,PTX3,0.19886,0,
CTSG,F5,0.06438,0,
CTSG,SERPINA3,0.015,0,
KCNA5,KCNA2,0.36785,0,
FGG,F13A1,0.03732,0,
ITGB3,FGG,0.08577,0,
CMA1,SERPINA3,0.026,0,
FOXP3,HIST1H1B,0.01401,0,
AGER,S100B,0.69322,0,
S100P,AGER,0.37506,0,
NDN,NGFR,0.70813,0,
NDN,CYS1,0.64947,0,
NEFH,NEFL,0.73785,0,
AHNAK,S100B,0.51953,0,
KCNE2,KCNH2,0.18282,0,
RXRG,THRB,0.3799,0,
FCN2,CRP,0.02898,0,
KCNA4,KCNA2,0.47928,0,
DLG4,KCNA4,0.54116,0,
CNTN1,CNTNAP2,0.27764,0,
CNTN1,PTPRZ1,0.65405,0,
SCNN1B,CNTN1,0.15177,0,
BOC,CDON,0.81099,0,
TF,CUBN,0.02976,0,
FSHR,ARR3,0.04299,0,
NGFR,RTN4R,0.44637,0,
MAG,NGFR,0.29481,0,
SALL2,NGFR,0.5705,0,
HBB,HBZ,0.08142,0,
MFAP4,SFTPD,0.34188,0,
WWC1,DDN,0.49764,0,
PHLDB2,FLNC,0.51243,0,
KY,FLNC,0.64313,0,
LRRK2,EEF1A2,0.2655,0,
PLEKHH2,TGFB1I1,0.81346,0,
CCKBR,CCKAR,0.08635,0,
NPR2,NPR3,0.67764,0,
NPY,PMCH,0.30059,0,
BMP7,GDF7,0.31911,0,
INHBA,CHRDL2,0.10674,0,
CACNA1B,GNAO1,0.43282,0,
AKAP6,PDE4D,0.70859,0,
GNAO1,GRM6,0.71471,0,
NCAPH,CAPG,0.59667,0,
NEFH,NEFM,0.75982,0,
RPH3A,ADD2,0.55455,0,
KCNA2,CNTNAP2,0.25417,0,
KCNAB1,KCNA2,0.39292,0,
ANK2,L1CAM,0.84458,0,
L1CAM,NCAN,0.12409,0,
CNKSR2,DLG4,0.68359,0,
GRIK2,DLG4,0.63238,0,
PLXNB3,RIT2,0.66751,0,
CNTNAP2,EPB41L3,0.32978,0,
LRRC7,CNKSR2,0.63925,0,
HAND2,PHOX2A,0.74768,0,
FBXO32,MYOCD,0.83051,0,
TRIP13,ORC1,0.82558,0,
WFIKKN2,MSTN,0.67501,0,
LMNB1,PRPH,0.63517,0,
GRIA3,GRIA2,0.68805,0,
PLAU,SLURP1,0.01534,0,
PLAU,SERPINA5,0.00462,0,
HBG2,HBB,0.42152,0,
GRIK5,GRIK2,0.58274,0,
DTNA,SYNC,0.6505,0,
SLC6A4,GPM6B,0.09079,0,
NCAM1,UCHL1,0.83178,0,
MMP7,SERPINA1,0.13888,0,
PRSS2,SERPINA1,0.29998,0,
SERPINA1,CTRB1,0.09881,0,
MAG,RTN4R,0.13415,0,
NCAM1,NCAN,0.13105,0,
NCAM1,ST8SIA3,0.78293,0,
F7,HPN,0.11212,0,
COLQ,BCHE,0.61299,0,
MYOC,MYL2,0.35699,0,
MYOC,OLFM3,0.49713,0,
LCN2,SLC22A17,0.27672,0,
CNTN2,NCAN,0.12431,0,
GATA4,ZFPM2,0.12513,0,
TRDN,HRC,0.58125,0,
SLC7A11,BAAT,0.05772,0,
RRAD,TPM2,0.36892,0,
F5,SERPINA3,0.00175,0,
F5,MMRN1,0.09589,0,
SKA1,SKA3,0.70427,0,
SHCBP1,TRIM71,0.18737,0,
SLC4A4,CA4,0.87423,0,
AMPD1,MYH2,0.04511,0,
KIF15,MKI67,0.82206,0,
ANKRD1,CASQ2,0.16374,0,
TRDN,CASQ2,0.37756,0,
RHO,ARR3,0.05952,0,
HOXB1,SERPINA3,0.17348,0,
PKNOX2,HOXB1,0.42713,0,
PDLIM7,TPM2,0.95509,0,
NOVA1,GABRG2,0.60834,0,
CTRC,SERPINA3,0.13658,0,
CTRB1,SERPINA3,0.1061,0,
MUC16,MSLN,0.08767,0,
HTR3A,HTR3B,0.67517,0,
KIF5C,KLC3,0.20076,0,
CHRNA4,VSNL1,0.04675,0,
LDHD,CSRP3,0.08942,0,
GABRR1,GABRR2,0.03595,0,
GABRR1,P2RX2,0.09276,0,
DZIP1,DAZ1,0.05906,0,
CHRNA3,CHRNB4,0.86612,0,
SPC25,SPC24,0.86197,0,
ZIC2,RNF180,0.26536,0,
NGB,ATP1B2,0.73476,0,
PGLYRP3,PGLYRP4,0.64789,0,
ADAMTS12,COMP,0.47401,0,
LIPF,CLPS,0.10788,0,
SCGB2A2,SCGB1D2,0.38523,0,
PNLIP,CLPS,0.8033,0,
P2RX2,P2RX1,0.19839,0,
SCUBE2,SCUBE1,0.28532,0,
PKD2,RYR2,0.63018,0,
ITPR1,RYR2,0.74148,0,
RYR2,CACNA1C,0.73834,0,
AR,RYR2,0.42092,0,
CAMK2A,RYR2,0.38976,0,
SNCG,RYR2,0.37841,0,
AKAP6,RYR2,0.57946,0,
MDFI,TRPC1,0.35436,0,
PKD1,PKD2,0.88305,0,
PKD1,NOS1,0.72791,0,
PKD1,PRKAA2,0.86321,0,
ITGA5,PKD1,0.65261,0,
PKD1,REM1,0.67716,0,
NTRK1,CAV1,0.58264,0,
NGF,NTRK1,0.51155,0,
NTRK1,NGF,0.51155,0,
FGF2,NTRK1,0.62564,0,
FGF10,NTRK1,0.67815,0,
FGF7,NTRK1,0.5993,0,
FGF22,NTRK1,0.37728,0,
NTRK1,NGFR,0.66024,0,
FGF17,NTRK1,0.43967,0,
FGF16,NTRK1,0.43,0,
ANGPT4,NTRK1,0.01714,0,
PTPRS,NTRK1,0.58205,0,
PTPRZ1,NTRK1,0.64684,0,
FGF5,NTRK1,0.15751,0,
HAVCR1,PKD2,0.17883,0,
PKD2,ITPR1,0.89348,0,
TPM1,PKD2,0.85219,0,
FLNA,PKD2,0.85689,0,
TRPC1,PKD2,0.88979,0,
PKD2,TRPC1,0.88979,0,
PKD2,AURKA,0.61684,0,
ACTN2,PKD2,0.37365,0,
CCKBR,PKD2,0.18084,0,
CAV3,JPH2,0.31007,0,
PRKCB,GAP43,0.60543,0,
GAP43,ELAVL4,0.92593,0,
GRIN2B,PRKCB,0.37544,0,
PRKCG,GRIN2B,0.03281,0,
GRIN2B,CAMK2A,0.2366,0,
EPHB2,GRIN2B,0.47497,0,
IL1B,GRIN2B,0.16631,0,
DLG2,GRIN2B,0.34819,0,
GRIN2B,PTPN5,0.3129,0,
GRIN2B,KANK2,0.37714,0,
GRIN2B,PSD,0.35767,0,
FLNA,CAV1,0.88145,0,
CAV1,TRPC1,0.80912,0,
AR,CAV1,0.79855,0,
GRB7,CAV1,0.47526,0,
CAV1,GRB7,0.47526,0,
KCNA5,CAV1,0.67797,0,
KCNH2,CAV1,0.81583,0,
BMX,CAV1,0.22748,0,
ITGB3,CAV1,0.72479,0,
CAV1,GRK1,0.20495,0,
CAV1,PTGIS,0.7207,0,
CASR,FLNA,0.14218,0,
CASR,PRKCG,0.08655,0,
PI4K2B,CASR,0.04852,0,
TRPC1,TRPC4,0.66231,0,
TRPC4,TRPC1,0.66231,0,
ITPR1,CDK1,0.59023,0,
ITPR1,BRCA1,0.5358,0,
ITPR1,PRKG2,0.00131,0,
DMD,TRPC1,0.84399,0,
DMD,NOS1,0.78468,0,
DMD,ACTA1,0.19979,0,
DMD,PGM5,0.88326,0,
DRD2,SSTR5,0.02522,0,
PRKCB,RGS2,0.71953,0,
RGS2,PRKCG,0.13829,0,
ADCY5,RGS2,0.73781,0,
ADRA1A,RGS2,0.47724,0,
CHRM2,RGS2,0.70129,0,
RGS2,LRRK2,0.73478,0,
AR,FKBP5,0.56459,0,
WWTR1,CDK1,0.55119,0,
STMN2,CDK1,0.57184,0,
DLG4,CACNA1C,0.85301,0,
CACNB2,CACNA1C,0.84339,0,
CACNA1C,CACNB2,0.84339,0,
CACNA1C,KCNE2,0.15449,0,
TPM2,TPM1,0.94639,0,
TNNT1,TPM1,0.12272,0,
FGFR1,TRPC1,0.89039,0,
FGFR1,GRB14,0.63349,0,
NGF,FGFR1,0.66943,0,
FGFR1,GZMB,0.30058,0,
FGF2,FGFR1,0.87273,0,
FGFR1,FGF2,0.87273,0,
FGF10,FGFR1,0.72997,0,
FGFR1,TNS2,0.83766,0,
FGFR1,FGF7,0.80349,0,
FGF7,FGFR1,0.80349,0,
FGF22,FGFR1,0.64124,0,
FGF17,FGFR1,0.47308,0,
FGFR1,FGF17,0.47308,0,
FGF16,FGFR1,0.54098,0,
ANGPT4,FGFR1,0.0947,0,
FGFR1,L1CAM,0.68121,0,
FGF23,FGFR1,0.08226,0,
FGF19,FGFR1,0.1028,0,
FGFR1,FGF5,0.32991,0,
FGF5,FGFR1,0.32991,0,
FGFR1,NCAM1,0.8593,0,
NCAM1,FGFR1,0.8593,0,
FGFR1,ANOS1,0.27641,0,
FGFR1,FLRT1,0.66676,0,
SLC8A1,CAV3,0.27834,0,
SLC8A1,ANK2,0.7901,0,
TRPC1,KCNMA1,0.77294,0,
MAP1A,KCNMA1,0.89955,0,
CACNA1H,KCNMA1,0.89854,0,
KCNMA1,KCNMB1,0.93101,0,
KCNMA1,KCNMB2,0.37159,0,
CHGA,SCG3,0.39261,0,
TRPC1,CAV3,0.34884,0,
NOS1,CAV3,0.22531,0,
SVIL,CAV3,0.23988,0,
SLC22A11,CAV3,0.15808,0,
PRKCB,TNNI3,0.28618,0,
ACTA1,TNNI3,0.07156,0,
PAK3,TNNI3,0.26992,0,
TNNI3,TNNI3K,0.1975,0,
SNAP25,CENPF,0.45822,0,
SNAP25,TRIM9,0.53183,0,
FLNA,CDK1,0.54843,0,
FLNA,AR,0.70916,0,
ROR2,FLNA,0.86985,0,
BRCA1,FLNA,0.49253,0,
CAMK2A,FLNA,0.64556,0,
BRCA2,FLNA,0.43272,0,
FLNA,FLNC,0.90066,0,
FLNA,ITGB3,0.80255,0,
FLNA,ASB2,0.9251,0,
FLNA,PHLDB2,0.59201,0,
RYR1,TRPC1,0.66464,0,
CAMK2A,RYR1,0.61761,0,
RYR1,TRDN,0.56508,0,
NCS1,IL1RAPL1,0.54724,0,
TFAP2B,SYT4,0.42548,0,
CNR1,MET,0.45614,0,
CNR1,GNAZ,0.7092,0,
CNR1,GNAO1,0.6576,0,
TNFSF9,TNFRSF9,0.37146,0,
TNFRSF9,TNFSF9,0.37146,0,
AURKA,NDC80,0.70257,0,
AURKB,NDC80,0.83241,0,
NEK2,NDC80,0.83631,0,
NDC80,NUF2,0.80547,0,
NDC80,CENPH,0.77621,0,
UBE2T,FANCI,0.83677,0,
CGA,LHCGR,0.00194,0,
CGA,TSHB,0.91696,0,
CGB5,CGA,0.01021,0,
KCNQ1,KCNE1,0.20175,0,
KCNQ1,KCNE2,0.32898,0,
CDK1,FOXM1,0.53065,0,
FOXM1,CDK1,0.53065,0,
CCNB1,FOXM1,0.59518,0,
FOXM1,CCNB1,0.59518,0,
FOXM1,CDC25C,0.60039,0,
FOXM1,AURKB,0.56297,0,
PLK1,FOXM1,0.62746,0,
FOXM1,PLK1,0.62746,0,
FOXM1,CDC25A,0.54202,0,
FOXM1,CENPF,0.58364,0,
PTCH2,SHH,0.42626,0,
SHH,GAS1,0.43378,0,
EXTL1,SHH,0.41261,0,
SHH,CP,0.19232,0,
TRIB3,AKT3,0.49975,0,
HSPB2,AKT3,0.83952,0,
AKT3,CHEK1,0.6282,0,
HSPB6,AKT3,0.81814,0,
PLEKHO1,AKT3,0.90177,0,
LRRK2,AKT3,0.88313,0,
AKT3,FOXA2,0.57295,0,
FAM107A,AKT3,0.59229,0,
ASF1B,HIST1H4C,0.00511,0,
ASF1B,HIST1H3J,0.02688,0,
ASF1B,CHAF1B,0.8828,0,
CDC25C,ELANE,0.28435,0,
ELANE,CXCL8,0.04802,0,
ELANE,CXCL12,0.21361,0,
GZMB,ELANE,0.13457,0,
ELANE,SERPINA1,0.10974,0,
F5,ELANE,0.06643,0,
SERPIND1,ELANE,0.08325,0,
SERPINA3,ELANE,0.40427,0,
MYCN,MCM2,0.10699,0,
CDK1,MYCN,0.04886,0,
CCNB1,MYCN,0.03588,0,
PKMYT1,MYCN,0.05616,0,
MYCN,MCM4,0.03926,0,
PRKCB,KIT,0.54574,0,
HIST1H3J,PRKCB,0.0515,0,
PRKCB,CHAT,0.17945,0,
LMNB1,PRKCB,0.61382,0,
PRKCB,NOX5,0.4621,0,
MSX2,PRKCB,0.34269,0,
GRIN2D,PRKCB,0.53238,0,
PRKCB,SYT6,0.41995,0,
PRKCB,RRAD,0.51682,0,
MKI67,PRKCB,0.57104,0,
PRKCB,PDLIM7,0.68205,0,
PRKCB,GABRG2,0.55303,0,
AURKA,TP73,0.5027,0,
CDK1,TP73,0.50938,0,
PLK1,TP73,0.60141,0,
CHEK1,TP73,0.56268,0,
E2F1,TP73,0.56694,0,
TP73,BUB1B,0.6022,0,
REN,TP73,0.00533,0,
DBF4,MCM2,0.80291,0,
CDK1,DBF4,0.88205,0,
E2F1,DBF4,0.7722,0,
DBF4,MCM4,0.7869,0,
DBF4,ORC6,0.84085,0,
PER1,GPRASP1,0.77217,0,
CDC20,PTTG1,0.89592,0,
CDK1,PTTG1,0.88066,0,
CHEK1,PTTG1,0.83879,0,
E2F1,PTTG1,0.73687,0,
BUB1B,PTTG1,0.82693,0,
USP44,PTTG1,0.59096,0,
AURKA,CDC20,0.78137,0,
CDK1,CDC20,0.80218,0,
CCNB1,CDC20,0.88892,0,
BUB1,CDC20,0.87921,0,
CDC20,BUB1,0.87921,0,
CDC20,MAD2L1,0.83374,0,
PLK1,CDC20,0.90252,0,
E2F1,CDC20,0.73883,0,
BUB1B,CDC20,0.86374,0,
CDC20,BUB1B,0.86374,0,
CDC20,CCNA1,0.5485,0,
CCNA1,CDC20,0.5485,0,
UBE2C,CDC20,0.77373,0,
CDC20,UBE2C,0.77373,0,
CDC20,AXIN2,0.404,0,
AXIN2,CDC20,0.404,0,
MCM2,MCM10,0.89257,0,
CDC45,MCM10,0.87883,0,
AURKA,AJUBA,0.6207,0,
CDK1,AJUBA,0.60048,0,
AURKB,AJUBA,0.60609,0,
AJUBA,SLC1A2,0.26572,0,
CDK1,TOP2A,0.80834,0,
UHRF1,TOP2A,0.78136,0,
PRKCG,TOP2A,0.21293,0,
PLK1,TOP2A,0.81033,0,
DTL,PCNA,0.75916,0,
PCNA,CDT1,0.74358,0,
CDK1,PCNA,0.8211,0,
PCNA,CDC25C,0.77456,0,
PCNA,BRCA1,0.67211,0,
PCNA,CLSPN,0.59726,0,
PCNA,CHEK1,0.79479,0,
E2F1,PCNA,0.71033,0,
PCNA,RAD51,0.77581,0,
PCNA,FEN1,0.76557,0,
PCNA,CHAF1B,0.74776,0,
PCNA,CCND1,0.54197,0,
PCNA,RFC3,0.73533,0,
AURKA,CENPA,0.8715,0,
AURKA,TPX2,0.93179,0,
TPX2,AURKA,0.93179,0,
AURKA,FANCA,0.7477,0,
AURKA,HIST1H3J,0.09054,0,
AURKA,BRCA1,0.80914,0,
BRCA1,AURKA,0.80914,0,
AURKA,NME1,0.78225,0,
AURKA,KIF2C,0.83608,0,
AURKA,KIF11,0.78563,0,
AURKA,AURKB,0.76458,0,
AURKA,PLK1,0.84603,0,
AURKA,BORA,0.80266,0,
BORA,AURKA,0.80266,0,
AURKA,SPAG5,0.81741,0,
AURKA,WDR62,0.74051,0,
USP2,AURKA,0.27513,0,
AURKA,WWC1,0.69945,0,
AURKA,NUSAP1,0.77879,0,
PLK4,AURKA,0.83081,0,
AURKA,PHLDA1,0.35582,0,
AURKA,TACC3,0.76068,0,
AURKA,DLGAP5,0.77356,0,
AURKA,KIF15,0.85125,0,
HCG22,AURKA,0.35503,0,
PAX2,EYA1,0.04175,0,
SIX1,PAX2,0.31874,0,
LMX1B,PAX2,0.05473,0,
CDK1,FOXG1,0.15746,0,
CDK1,BIRC5,0.86905,0,
BIRC5,CCNB1,0.88857,0,
CCNB1,BIRC5,0.88857,0,
BIRC5,AURKB,0.85093,0,
PLK1,BIRC5,0.82522,0,
BIRC5,CDCA8,0.84075,0,
CDCA8,BIRC5,0.84075,0,
ACTA1,MAP1A,0.19601,0,
MAP1B,MAP1A,0.79903,0,
DLG4,MAP1A,0.81567,0,
BLM,EXO1,0.89306,0,
SFRP1,WNT2,0.30744,0,
WNT2,FZD10,0.06749,0,
KCNQ4,SLC26A5,0.41134,0,
KCNE1,KCNQ4,0.11827,0,
IGF2,MET,0.09633,0,
MET,GRB7,0.45298,0,
AREG,MET,0.50275,0,
EREG,MET,0.55503,0,
EFNA3,MET,0.47791,0,
FGF23,MET,0.08179,0,
FGF20,MET,0.1475,0,
FGF19,MET,0.22251,0,
SHC4,MET,0.41734,0,
HGFAC,MET,0.32506,0,
SIX1,BMP4,0.17497,0,
CHRDL1,BMP4,0.33365,0,
CCL2,CCR10,0.38766,0,
CCL2,CCL11,0.78383,0,
MMP8,CCL2,0.17511,0,
CCL26,CCL2,0.03533,0,
MMP3,CCL2,0.07654,0,
MMP1,CCL2,0.17559,0,
CCL2,ACKR1,0.37672,0,
MYBL2,CDK1,0.71899,0,
MYBL2,CCNB1,0.69121,0,
E2F1,MYBL2,0.88891,0,
CCNA2,MYBL2,0.70655,0,
MYBL2,CCND1,0.58755,0,
MYBL2,CCNF,0.78276,0,
CDK1,CENPA,0.89068,0,
CENPA,AURKB,0.85794,0,
AURKB,CENPA,0.85794,0,
DIAPH3,CENPA,0.81972,0,
CENPA,HJURP,0.91479,0,
CTF1,LIFR,0.54693,0,
CRLF1,LIFR,0.5572,0,
CNTFR,LIFR,0.44037,0,
CDC45,MCM2,0.87245,0,
MCM2,CDC45,0.87245,0,
PLK1,MCM2,0.89436,0,
MCM2,MCM4,0.88829,0,
MCM2,CDC6,0.64944,0,
MCM2,CCNA1,0.5619,0,
MCM2,ORC1,0.88252,0,
ORC1,MCM2,0.88252,0,
ORC6,MCM2,0.80578,0,
MCM2,GINS4,0.80132,0,
ATAD2,E2F1,0.73037,0,
NDN,IL1A,0.27177,0,
CDT1,DTL,0.82555,0,
CDK1,DTL,0.84674,0,
E2F1,DTL,0.7471,0,
CDK1,CDT1,0.78672,0,
E2F1,CDT1,0.83007,0,
CCNA2,CDT1,0.79551,0,
CDT1,MCM4,0.84931,0,
CDT1,CDC6,0.63096,0,
CDT1,CCNA1,0.55702,0,
ORC1,CDT1,0.82725,0,
CARD11,CAMK2A,0.27186,0,
HSPA1A,KRT18,0.12074,0,
SOX9,HSPA1A,0.12594,0,
HSPA1A,SNCA,0.26428,0,
HSPA1A,APOB,0.00638,0,
SLC6A4,HSPA1A,0.03378,0,
TCEA2,CAMKV,0.07272,0,
NGF,KIT,0.48083,0,
KIT,GRB7,0.4433,0,
KIT,MITF,0.63111,0,
FGF2,KIT,0.62251,0,
KIT,MPDZ,0.64881,0,
FGF10,KIT,0.53588,0,
FGF7,KIT,0.60011,0,
FGF22,KIT,0.51814,0,
FGF17,KIT,0.42251,0,
FGF16,KIT,0.45158,0,
FGF5,KIT,0.13886,0,
XKR5,KIT,0.2332,0,
EYA1,SIX2,0.03969,0,
CDK1,CCNB1,0.91816,0,
CCNB1,CDK1,0.91816,0,
ZBTB16,CDK1,0.51514,0,
CDK1,KRT18,0.64188,0,
CDK1,CDC25C,0.90085,0,
CDC25C,CDK1,0.90085,0,
CDK1,UHRF1,0.77323,0,
CDK1,TPX2,0.79187,0,
CDK1,BUB1,0.88419,0,
CDK1,PKMYT1,0.75927,0,
MAPT,CDK1,0.50428,0,
CDK1,ECT2,0.83935,0,
CDK1,BRCA1,0.75668,0,
CDK1,NME1,0.83039,0,
CDK1,KIF11,0.87376,0,
CDK1,RECQL4,0.62965,0,
CDK1,CKS2,0.87818,0,
CDK1,PLK1,0.81431,0,
CHEK1,CDK1,0.8851,0,
CDK1,CHEK1,0.8851,0,
CDK1,RRM2,0.86023,0,
CDK1,E2F1,0.76154,0,
E2F1,CDK1,0.76154,0,
CDK1,BRCA2,0.62665,0,
CDK1,CCNA2,0.91571,0,
CCNA2,CDK1,0.91571,0,
CDK1,KIF4A,0.79737,0,
CDK1,TTK,0.91618,0,
CDK1,PRC1,0.85232,0,
CDK1,CDC25A,0.85857,0,
CDC25A,CDK1,0.85857,0,
CDK1,SPAG5,0.78917,0,
CDK1,CDC6,0.66138,0,
CDK1,CHAF1B,0.82641,0,
CDK1,BLM,0.83875,0,
CDK1,BUB1B,0.87149,0,
CCNA1,CDK1,0.52569,0,
CDK1,CCNA1,0.52569,0,
DES,CDK1,0.48522,0,
GADD45B,CDK1,0.19512,0,
GADD45B,CDK1,0.19512,0,
CDK1,CDCA8,0.81198,0,
CDK1,CCND1,0.58767,0,
CDK1,PBK,0.81095,0,
CALD1,CDK1,0.54352,0,
AMPH,CDK1,0.3631,0,
CDK1,ORC1,0.79063,0,
CDK1,LMNB1,0.78478,0,
CDK1,ERCC6L,0.80182,0,
CDK1,SYN3,0.18316,0,
HSPA2,CDK1,0.45265,0,
CDK1,CDKN3,0.88344,0,
CDK1,CKAP2,0.84167,0,
CDK1,CD3EAP,0.7363,0,
CDK1,DEPDC1,0.81246,0,
CDK1,NCAPG,0.87336,0,
AKAP12,CDK1,0.51125,0,
CDK1,SKA3,0.87275,0,
CDK1,KIFC1,0.83151,0,
CDK1,CDCA5,0.84323,0,
CDK1,KIF20B,0.81958,0,
CDK1,MKI67,0.73968,0,
PTTG2,CDK1,0.50521,0,
