FROM,TO,W,DRUG,
AURKB,NDC80,0.66388,0,
NEK2,NDC80,0.77543,0,
NDC80,NUF2,0.79211,0,
ARPC1B,ACTB,0.85397,0,
GAPDH,ACTB,0.60548,0,
MMP14,ACTB,0.79119,0,
ACTN2,ACTB,0.63926,0,
IL7R,ACTB,0.34905,0,
ACTB,COTL1,0.82994,0,
CORO1A,ACTB,0.36612,0,
S100A11,ACTB,0.82561,0,
ACTB,VSNL1,0.60341,0,
ACTB,MYO1E,0.77122,0,
DLX5,RUNX2,0.6127,0,
CDK1,RUNX2,0.59194,0,
VDR,RUNX2,0.75942,0,
FHL2,RUNX2,0.56333,0,
MSX2,RUNX2,0.41777,0,
CGA,LHB,0.21294,0,
CGA,TSHB,0.27376,0,
VDR,CYP2B6,0.23501,0,
ERN1,XBP1,0.71729,0,
CDK1,FOXM1,0.69725,0,
FOXM1,CDK1,0.69725,0,
CCNB1,FOXM1,0.77732,0,
FOXM1,CCNB1,0.77732,0,
FOXM1,CDC25C,0.75768,0,
FOXM1,MMP2,0.1895,0,
FOXM1,AURKB,0.68396,0,
PLK1,FOXM1,0.83431,0,
FOXM1,PLK1,0.83431,0,
FOXM1,CENPF,0.73872,0,
SHH,GLI2,0.26724,0,
SHH,GPC5,0.34405,0,
HAS2,HMMR,0.3082,0,
LTA,LTB,0.87921,0,
UMOD,LTA,0.26193,0,
GAPDH,SLC2A1,0.61714,0,
CDK1,MYCN,0.25805,0,
CCNB1,MYCN,0.30502,0,
PKMYT1,MYCN,0.23147,0,
MYCN,RUNX3,0.08844,0,
PRKCB,TOP2A,0.14357,0,
PRKCB,CARD11,0.26833,0,
PRKCB,ITGB2,0.47988,0,
PRKCB,VDR,0.14666,0,
PRKCB,GCNT1,0.09774,0,
PRKCB,BTK,0.93954,0,
BTK,PRKCB,0.93954,0,
PRKCB,PIK3CG,0.68034,0,
PRKCB,NCF1,0.89099,0,
VAV1,PRKCB,0.63131,0,
PRKCB,ANXA2,0.03782,0,
LCP1,PRKCB,0.82521,0,
PRKCB,LMNB1,0.29504,0,
PRKCB,GRN,0.15497,0,
PRKCB,ITGB7,0.83803,0,
ITGB7,PRKCB,0.83803,0,
PRKCB,MSX2,0.00409,0,
PRKCB,CD5,0.7731,0,
PRKCB,GRIN2D,0.04802,0,
SYT6,PRKCB,0.22143,0,
PRKCB,AFAP1,0.14981,0,
PRKCB,MKI67,0.13611,0,
PRKCB,PDLIM7,0.12783,0,
PRKCB,LST1,0.53468,0,
CDC20,PTTG1,0.7879,0,
CDK1,PTTG1,0.8838,0,
E2F1,PTTG1,0.77659,0,
BUB1B,PTTG1,0.81334,0,
PTTG1,PPP2R2D,0.42035,0,
USP44,PTTG1,0.63411,0,
AURKA,CDC20,0.8276,0,
CDK1,CDC20,0.7498,0,
CCNB1,CDC20,0.81141,0,
BUB1,CDC20,0.75738,0,
CDC20,BUB1,0.75738,0,
CDC20,MAD2L1,0.79319,0,
PLK1,CDC20,0.88308,0,
E2F1,CDC20,0.78113,0,
BUB1B,CDC20,0.70888,0,
CDC20,BUB1B,0.70888,0,
CDC20,CCNA1,0.00986,0,
CCNA1,CDC20,0.00986,0,
UBE2C,CDC20,0.89315,0,
CDC20,UBE2C,0.89315,0,
GLI2,GLI1,0.79172,0,
GLI1,ZIC2,0.08066,0,
CDC45,MCM10,0.78286,0,
CDK1,TOP2A,0.87907,0,
UHRF1,TOP2A,0.84346,0,
PLK1,TOP2A,0.83045,0,
ISG15,TOP2A,0.24839,0,
CTSB,CCL20,0.32491,0,
CTSB,SH3KBP1,0.6604,0,
CTSB,REN,0.05045,0,
CTSB,PLAU,0.5779,0,
APOE,CTSB,0.58448,0,
CTSB,ACAN,0.49003,0,
CSTA,CTSB,0.48079,0,
AURKA,ARPC1B,0.53731,0,
AURKA,CENPA,0.90439,0,
AURKA,TPX2,0.93177,0,
TPX2,AURKA,0.93177,0,
AURKA,KIF2C,0.88174,0,
AURKA,KIF11,0.84113,0,
AURKA,AURKB,0.82234,0,
AURKA,PLK1,0.86432,0,
AURKA,SPAG5,0.83516,0,
AURKA,WDR62,0.76066,0,
AURKA,AOC1,0.47518,0,
TIFA,AURKA,0.46602,0,
AURKA,NUSAP1,0.81987,0,
PLK4,AURKA,0.83401,0,
AURKA,TACC3,0.6018,0,
AURKA,DLGAP5,0.87346,0,
AURKA,SLA2,0.21103,0,
AURKA,KIF15,0.89144,0,
PAX2,MAPK8IP1,0.60475,0,
EYA1,PAX2,0.10444,0,
SFRP2,PAX2,0.47422,0,
PAX2,WT1,0.35783,0,
IFNG,PSMB9,0.5,0,
ARPC1B,PAK3,0.67534,0,
PMAIP1,CXCR4,0.29421,0,
CXCR4,CD4,0.66363,0,
CXCR4,PIK3CG,0.61318,0,
PIM2,CXCR4,0.82158,0,
VAV1,CXCR4,0.67464,0,
CXCR4,ITGA4,0.70441,0,
DPP4,CXCR4,0.05154,0,
PTPRC,CXCR4,0.85646,0,
CD74,CXCR4,0.6962,0,
CXCR4,CEL,0.34,0,
ZG16B,CXCR4,0.10462,0,
CXCL14,CXCR4,0.21807,0,
CD70,CD27,0.14633,0,
CDK1,BIRC5,0.81397,0,
BIRC5,CCNB1,0.78187,0,
CCNB1,BIRC5,0.78187,0,
BIRC3,BIRC5,0.32785,0,
BIRC5,AURKB,0.89052,0,
PLK1,BIRC5,0.80396,0,
BIRC5,CDCA8,0.67599,0,
CDCA8,BIRC5,0.67599,0,
MAP1A,ACTA1,0.32484,0,
BLM,EXO1,0.81749,0,
WNT2,FZD7,0.65099,0,
WNT2,FZD9,0.16405,0,
WNT2,FZD10,0.20992,0,
BDNF,MET,0.52147,0,
MET,ITGB4,0.71413,0,
ITGB4,MET,0.71413,0,
SHC3,MET,0.39048,0,
MET,VAV1,0.29498,0,
ANGPT2,MET,0.33478,0,
FGF1,MET,0.09983,0,
FGF18,MET,0.17435,0,
MET,MST1R,0.54861,0,
MST1R,MET,0.54861,0,
EFNA5,MET,0.71278,0,
MET,GRAP,0.05752,0,
AREG,MET,0.584,0,
EREG,MET,0.60105,0,
VEGFC,MET,0.28335,0,
NTF4,MET,0.41923,0,
EFNA3,MET,0.19629,0,
EFNA2,MET,0.32144,0,
FGF20,MET,0.20641,0,
FGF19,MET,0.27355,0,
FGF5,MET,0.25605,0,
MET,SHC4,0.18647,0,
MET,MUC20,0.42739,0,
MUC20,MET,0.42739,0,
SIX1,BMP4,0.30593,0,
BMP4,BGN,0.40854,0,
TLR8,TLR7,0.78017,0,
TLR7,TLR8,0.78017,0,
TLR10,TLR8,0.23068,0,
TLR8,TLR10,0.23068,0,
BTK,TLR8,0.49075,0,
COL1A1,FN1,0.80653,0,
COL1A1,MMP2,0.8953,0,
MYB,COL1A1,0.16036,0,
COL1A1,ITGA11,0.84911,0,
COL1A1,ITGA2,0.4213,0,
TMPRSS6,COL1A1,0.02137,0,
CDK1,CENPA,0.86351,0,
CENPA,AURKB,0.87442,0,
AURKB,CENPA,0.87442,0,
DIAPH3,CENPA,0.78975,0,
CENPA,HJURP,0.87839,0,
SFRP2,WNT4,0.02502,0,
SFRP2,WNT4,0.02502,0,
WNT4,FZD9,0.04572,0,
WNT4,FZD10,0.05337,0,
WNT4,LGALS3BP,0.13394,0,
IL1A,IL1R2,0.13169,0,
IL1R2,IL1A,0.13169,0,
IL1A,IL1RAP,0.40937,0,
CDT1,DTL,0.72148,0,
CDK1,DTL,0.87153,0,
E2F1,DTL,0.7852,0,
CDK1,CDT1,0.76447,0,
E2F1,CDT1,0.80735,0,
CCNA2,CDT1,0.69647,0,
CCNA1,CDT1,0.04527,0,
MAP4K1,CARD11,0.29712,0,
TG,ERN1,0.08538,0,
EGF,NOS1,0.68626,0,
PKM,EGF,0.60931,0,
EGF,ERBB4,0.66792,0,
EGF,FGFR3,0.66123,0,
PITX1,EGF,0.42514,0,
EFNB1,EGF,0.53387,0,
EGF,EPHA8,0.4458,0,
CA9,EGF,0.15015,0,
CDCA5,EGF,0.47785,0,
PFKP,EGF,0.53036,0,
MISP,EGF,0.47995,0,
DDX60,EGF,0.49108,0,
EGF,PLEKHH3,0.4003,0,
AHNAK2,EGF,0.48262,0,
VAV1,RAC2,0.79761,0,
RAC2,NCF2,0.46347,0,
RAC2,ARHGDIB,0.89007,0,
VCAN,CCL8,0.25395,0,
CCL8,VCAN,0.25395,0,
CXCL10,VCAN,0.31748,0,
VCAN,ITGA4,0.50258,0,
VCAN,CCL20,0.19142,0,
CCL20,VCAN,0.19142,0,
VCAN,SELL,0.1532,0,
PF4,VCAN,0.0372,0,
VCAN,PF4,0.0372,0,
VCAN,SELP,0.35216,0,
VCAN,FBN1,0.93154,0,
VCAN,SELPLG,0.46473,0,
PLA2G2A,VCAN,0.02295,0,
FN1,ITGA3,0.50815,0,
FN1,MMP9,0.35952,0,
FN1,MMP2,0.78748,0,
FN1,TIMD4,0.10628,0,
COL1A2,FN1,0.87617,0,
FN1,GZMB,0.21481,0,
FN1,LTBP1,0.73127,0,
FN1,VAV1,0.29122,0,
FN1,ITGA4,0.34725,0,
ITGA4,FN1,0.34725,0,
FN1,PLAUR,0.53023,0,
FN1,FSCN1,0.54266,0,
FN1,ITGB6,0.48137,0,
FN1,LOX,0.87952,0,
FN1,COL7A1,0.46242,0,
FN1,ITGB5,0.78271,0,
FN1,ITGB3,0.48629,0,
ITGB3,FN1,0.48629,0,
FN1,TNFRSF11B,0.17315,0,
FN1,ITGB7,0.28512,0,
FN1,COL6A2,0.6844,0,
C1QA,FN1,0.4363,0,
LPA,FN1,0.41706,0,
TMPRSS6,FN1,0.03099,0,
FN1,NT5E,0.47591,0,
FN1,MIA,0.21423,0,
FN1,ECM1,0.33301,0,
FN1,IGFBP5,0.57327,0,
FN1,TNFAIP6,0.7503,0,
FN1,COMP,0.58504,0,
HMGA1,PPARG,0.49091,0,
VDR,PPARG,0.60361,0,
FGF14,PPARG,0.05022,0,
VDR,CYP2C9,0.37931,0,
ITGA3,ITGB4,0.8165,0,
FHL2,ITGA3,0.60184,0,
RELN,ITGA3,0.01224,0,
ITGA3,ITGB5,0.7041,0,
ADAM9,ITGA3,0.65686,0,
CIT,GLI2,0.37022,0,
CCL21,GLI2,0.18115,0,
GLI2,ZIC2,0.13083,0,
CDK1,CCNB1,0.86859,0,
CCNB1,CDK1,0.86859,0,
CDK1,CDC25C,0.89275,0,
CDC25C,CDK1,0.89275,0,
CDK1,RACGAP1,0.91763,0,
CDK1,UHRF1,0.86388,0,
CDK1,SFN,0.66651,0,
SFN,CDK1,0.66651,0,
CDK1,TPX2,0.87782,0,
CDK1,BUB1,0.90915,0,
CDK1,PKMYT1,0.77011,0,
CDK1,ECT2,0.80959,0,
CDK1,KIF11,0.93237,0,
BDNF,CDK1,0.45318,0,
CDK1,CKS2,0.88324,0,
CDK1,PLK1,0.8568,0,
CDK1,RRM2,0.86547,0,
CDK1,E2F1,0.78157,0,
E2F1,CDK1,0.78157,0,
CDK1,CCNA2,0.8922,0,
CCNA2,CDK1,0.8922,0,
CDK1,KIF4A,0.87182,0,
USP17L2,CDK1,0.26088,0,
CDK1,TTK,0.85747,0,
CDK1,SPAG5,0.8747,0,
CDK1,BLM,0.76609,0,
CDK1,BUB1B,0.92296,0,
CDK1,RUNX1,0.64419,0,
CDK1,CCNA1,0.00909,0,
CCNA1,CDK1,0.00909,0,
CDK1,CDCA8,0.69177,0,
CDK1,PBK,0.8553,0,
ROS1,CDK1,0.19762,0,
CDK1,LMNB1,0.8519,0,
CDK1,ERCC6L,0.84461,0,
CDK1,NDE1,0.71918,0,
CDK1,CDKN3,0.86103,0,
CDK1,CKAP2,0.7808,0,
CDK1,DEPDC1,0.81361,0,
CDK1,NCAPG,0.83759,0,
CDK1,SKA3,0.88218,0,
CDK1,KIFC1,0.86545,0,
CDK1,CDCA5,0.84997,0,
CDK1,MKI67,0.88914,0,
CDK1,DLGAP5,0.89223,0,
CDK1,KIF18A,0.83996,0,
CDK1,ORC6,0.87342,0,
CCNB2,CDK1,0.86153,0,
CDK1,CCNB2,0.86153,0,
CDK1,FUT2,0.5209,0,
ISG15,SERPINB5,0.27256,0,
COL1A2,SERPINB5,0.32367,0,
SERPINB5,PRSS21,0.36971,0,
USH1C,CDH23,0.47393,0,
CAMK4,NOS1,0.39446,0,
E2F2,CCNB1,0.68259,0,
E2F2,CDKN2A,0.29222,0,
E2F1,E2F2,0.75665,0,
E2F2,E2F1,0.75665,0,
E2F2,CDKN2A,0.29222,0,
BTK,EPO,0.28449,0,
GZMA,LMNB1,0.4489,0,
CCNB1,CDC25C,0.87526,0,
CDC25C,CCNB1,0.87526,0,
CCNB1,ESPL1,0.83489,0,
PKMYT1,CCNB1,0.68956,0,
CCNB1,PLK1,0.89769,0,
PLK1,CCNB1,0.89769,0,
E2F1,CCNB1,0.76528,0,
CCNB1,PBK,0.8344,0,
PBK,CCNB1,0.8344,0,
CCNB1,CKAP2,0.79777,0,
E2F1,BIRC3,0.30608,0,
CXCL8,MMP9,0.21069,0,
MMP9,CXCL8,0.21069,0,
MMP9,LGALS3,0.29909,0,
CXCL2,MMP9,0.18334,0,
PPBP,MMP9,0.01834,0,
AREG,MMP9,0.27112,0,
MMP9,CXCL5,0.17567,0,
MMP9,KISS1,0.10978,0,
COL4A3,MMP9,0.28642,0,
MMP9,COL4A1,0.47474,0,
MMP9,COL4A2,0.55415,0,
MMP9,LCN2,0.16659,0,
MMP9,PRSS2,0.39495,0,
ANKS4B,USH1C,0.63878,0,
IL7R,GAPDH,0.04192,0,
CAMK4,GAPDH,0.28962,0,
PDIA2,GAPDH,0.39565,0,
PLK1,CDC25C,0.87398,0,
CDC25C,BRSK2,0.57822,0,
CD28,CD86,0.59712,0,
CD86,CD28,0.59712,0,
CD4,CD28,0.71769,0,
CD28,PIK3CG,0.72675,0,
CD28,VAV1,0.65457,0,
PTPRC,CD28,0.91625,0,
CD28,ITK,0.94135,0,
ITK,CD28,0.94135,0,
CD28,CD247,0.94414,0,
KIF23,RACGAP1,0.89286,0,
RACGAP1,KIF23,0.89286,0,
RACGAP1,ECT2,0.82968,0,
AURKB,RACGAP1,0.72872,0,
PLK1,RACGAP1,0.85987,0,
VAV1,RACGAP1,0.46808,0,
TLR10,TLR7,0.44254,0,
TLR7,TLR10,0.44254,0,
