FROM,TO,W,DRUG,
PPARG,CAV1,0.822,0,
CAV1,ERBB2,0.14481,0,
KCNA5,CAV1,0.1428,0,
CAV2,CAV1,0.9555,0,
CAV1,KCNH2,0.13438,0,
FLT4,CAV1,0.48555,0,
BMX,CAV1,0.68439,0,
EDNRB,CAV1,0.53973,0,
S1PR1,CAV1,0.63851,0,
CAV1,PTGIS,0.59219,0,
DMD,ACTC1,0.37478,0,
DMD,ACTA1,0.53145,0,
DMD,PGM5,0.48169,0,
CDK1,STMN1,0.61344,0,
AURKB,STMN1,0.71908,0,
STMN1,NODAL,0.18455,0,
KRT8,ANXA1,0.33893,0,
CDK1,SLC9A3R1,0.16393,0,
ADRB2,SLC9A3R1,0.26986,0,
SLC9A3R1,ADRB2,0.26986,0,
FZD4,SLC9A3R1,0.24531,0,
SLC9A3R1,PTH1R,0.23471,0,
SV2B,SYT1,0.10985,0,
CNR1,GNAI1,0.50122,0,
HCRTR1,CNR1,0.49689,0,
ADORA2A,CNR1,0.10869,0,
E2F7,E2F8,0.49424,0,
AURKA,NDC80,0.62732,0,
AURKB,NDC80,0.73905,0,
NEK2,NDC80,0.69524,0,
NDC80,NUF2,0.71253,0,
UBE2T,FANCI,0.599,0,
TSHB,CGA,0.01992,0,
CFL2,ACTC1,0.6195,0,
CDK1,FOXM1,0.6038,0,
FOXM1,CDK1,0.6038,0,
CCNB1,FOXM1,0.68439,0,
FOXM1,CCNB1,0.68439,0,
FOXM1,CDC25C,0.59483,0,
FOXM1,AURKB,0.72543,0,
PLK1,FOXM1,0.79458,0,
FOXM1,PLK1,0.79458,0,
FOXM1,CDC25A,0.77074,0,
CCNE1,FOXM1,0.46127,0,
FOXM1,CENPF,0.69315,0,
LTA,LTB,0.56285,0,
ASF1B,HIST1H3J,0.0598,0,
ELANE,IL33,0.30354,0,
CEBPA,ELANE,0.41884,0,
CDC25C,ELANE,0.31799,0,
ELANE,SERPIND1,0.38303,0,
CMA1,IL33,0.58509,0,
IL33,IL1RL1,0.0913,0,
HIST1H2AI,IL33,0.14414,0,
INS,FLT3,0.00688,0,
EFNA2,FLT3,0.01213,0,
ALDH1A1,AURKA,0.29591,0,
PER1,GPRASP1,0.78812,0,
CDC20,PTTG1,0.75143,0,
CDK1,PTTG1,0.62531,0,
E2F1,PTTG1,0.70713,0,
BUB1B,PTTG1,0.62762,0,
USP44,PTTG1,0.2765,0,
AURKA,CDC20,0.61958,0,
CDK1,CDC20,0.55704,0,
CCNB1,CDC20,0.69818,0,
BUB1,CDC20,0.74183,0,
CDC20,BUB1,0.74183,0,
CDC20,MAD2L1,0.61805,0,
PLK1,CDC20,0.80902,0,
E2F1,CDC20,0.66228,0,
BUB1B,CDC20,0.66323,0,
CDC20,BUB1B,0.66323,0,
UBE2C,CDC20,0.7464,0,
CDC20,UBE2C,0.7464,0,
MCM2,MCM10,0.59091,0,
CDC45,MCM10,0.67203,0,
CDK1,TOP2A,0.49401,0,
UHRF1,TOP2A,0.49087,0,
PLK1,TOP2A,0.45312,0,
ISG15,TOP2A,0.03661,0,
ARNT2,EPAS1,0.20616,0,
ARNT2,NPAS4,0.03797,0,
AURKA,CENPA,0.6641,0,
ESR1,AURKA,0.05213,0,
AURKA,TPX2,0.7222,0,
TPX2,AURKA,0.7222,0,
AURKA,HIST1H3J,0.04922,0,
AURKA,KIF2C,0.6761,0,
AURKA,KIF11,0.6768,0,
AURKA,AURKB,0.67084,0,
AURKA,PLK1,0.70105,0,
AURKA,SPAG5,0.58988,0,
AURKA,WDR62,0.51825,0,
AURKA,AOC1,0.09709,0,
AURKA,NUSAP1,0.69241,0,
PLK4,AURKA,0.6652,0,
AURKA,TACC3,0.57664,0,
AURKA,DLGAP5,0.70182,0,
AURKA,KIF15,0.64591,0,
WT1,PAX2,0.02574,0,
CXCL11,CXCR3,0.45965,0,
CXCR3,CXCL11,0.45965,0,
CDK1,BIRC5,0.55409,0,
BIRC5,CCNB1,0.66556,0,
CCNB1,BIRC5,0.66556,0,
BIRC5,AURKB,0.69832,0,
PLK1,BIRC5,0.69903,0,
BIRC5,CDCA8,0.66815,0,
CDCA8,BIRC5,0.66815,0,
BLM,EXO1,0.63748,0,
COL1A1,FN1,0.64758,0,
CD36,COL1A1,0.20818,0,
COL1A1,DDR2,0.08147,0,
TMPRSS6,COL1A1,0.04061,0,
MYBL2,CDK1,0.58148,0,
MYBL2,CCNB1,0.62611,0,
E2F1,MYBL2,0.66404,0,
CCNA2,MYBL2,0.62624,0,
CCNE1,MYBL2,0.40591,0,
MYBL2,CCNF,0.61733,0,
ESR1,IGF1,0.25798,0,
IGF1,KIT,0.12707,0,
IGF1,FOXO1,0.8237,0,
SOX2,IGF1,0.07054,0,
IGF1,IGFBP1,0.00066,0,
IGF1,FLT4,0.53084,0,
TH,IGF1,0.07655,0,
IGF1,DDR2,0.55976,0,
IGF1,IGFBP6,0.42993,0,
CDK1,CENPA,0.62381,0,
CENPA,AURKB,0.79337,0,
AURKB,CENPA,0.79337,0,
DIAPH3,CENPA,0.55756,0,
CENPA,HJURP,0.80141,0,
CEBPA,CDK1,0.22328,0,
GATA3,CEBPA,0.27761,0,
E2F1,CEBPA,0.19977,0,
INS,CEBPA,0.00265,0,
CNTFR,LIFR,0.57894,0,
CDC45,MCM2,0.77433,0,
MCM2,CDC45,0.77433,0,
PLK1,MCM2,0.74476,0,
MCM2,MCM4,0.67489,0,
MCM2,CDC6,0.29944,0,
MCM2,ORC1,0.75752,0,
ORC1,MCM2,0.75752,0,
ORC6,MCM2,0.61431,0,
MCM2,GINS4,0.49967,0,
ATAD2,ESR1,0.08647,0,
ATAD2,E2F1,0.53578,0,
CDT1,DTL,0.46474,0,
CDK1,DTL,0.51738,0,
E2F1,DTL,0.57586,0,
CDK1,CDT1,0.53307,0,
E2F1,CDT1,0.74914,0,
CCNA2,CDT1,0.56126,0,
CDT1,MCM4,0.556,0,
CDT1,CDC6,0.23945,0,
ORC1,CDT1,0.69212,0,
DLL1,NOTCH4,0.7533,0,
ESR1,MUC1,0.20425,0,
ESR1,FOXO1,0.31051,0,
ESR1,TFF1,0.17036,0,
ESR1,GATA3,0.61353,0,
EPAS1,ESR1,0.29221,0,
ESR1,CCNA2,0.07663,0,
ESR1,PPP1R3A,0.01892,0,
GNAI1,ESR1,0.29593,0,
RET,ESR1,0.29535,0,
ESR1,KRT8,0.15297,0,
ESR1,IL6,0.11844,0,
ESR1,ESR2,0.27833,0,
FHL1,ESR1,0.13026,0,
PAK6,ESR1,0.29215,0,
LIPE,ESR1,0.21517,0,
ESR1,FOXA1,0.71628,0,
FN1,MMP9,0.0588,0,
KLK3,FN1,0.02384,0,
DCN,FN1,0.00808,0,
FN1,CRP,0.01829,0,
COL2A1,FN1,0.02501,0,
TMPRSS6,FN1,0.04292,0,
LRG1,FN1,0.04914,0,
FN1,COMP,0.48082,0,
FN1,GALNT6,0.1671,0,
PPARG,SORBS1,0.79738,0,
INS,PPARG,0.00364,0,
PPARG,RXRG,0.3602,0,
RXRG,PPARG,0.3602,0,
PRDM16,PPARG,0.43476,0,
DDR2,PPARG,0.68046,0,
PPARG,AOC3,0.89036,0,
TNP1,PPARG,0.04503,0,
FGF8,KIT,0.02341,0,
FGF2,KIT,0.20502,0,
ANGPT1,KIT,0.10113,0,
FGF7,KIT,0.1599,0,
FGF17,KIT,0.29802,0,
ANGPT4,KIT,0.02412,0,
NTF4,KIT,0.52328,0,
ERBB2,MUC1,0.11555,0,
GALNT15,MUC1,0.22933,0,
CDK1,ID1,0.21565,0,
CDK1,NR1D1,0.22878,0,
CDK1,CCNB1,0.68256,0,
CCNB1,CDK1,0.68256,0,
ZBTB16,CDK1,0.34077,0,
CDK1,KRT18,0.14493,0,
CDK1,CDC25C,0.64594,0,
CDC25C,CDK1,0.64594,0,
CDK1,RACGAP1,0.6515,0,
CDK1,UHRF1,0.60878,0,
FOXO1,CDK1,0.36417,0,
CDK1,TPX2,0.68598,0,
CDK1,BUB1,0.62373,0,
CDK1,PKMYT1,0.47587,0,
CDK1,ECT2,0.59887,0,
CDK1,KIF11,0.70472,0,
CDK1,RECQL4,0.41996,0,
CDK1,CKS2,0.6221,0,
CDK1,PLK1,0.64063,0,
CDK1,RRM2,0.61016,0,
CDK1,E2F1,0.59391,0,
E2F1,CDK1,0.59391,0,
CDK1,CCNA2,0.70321,0,
CCNA2,CDK1,0.70321,0,
CDK1,KIF4A,0.70608,0,
CDK1,TTK,0.6685,0,
CDK1,PRC1,0.59542,0,
CDK1,CDC25A,0.61706,0,
CDC25A,CDK1,0.61706,0,
CDK1,SPAG5,0.57813,0,
CDK1,CDC6,0.3031,0,
TGFBR2,CDK1,0.39131,0,
CDK1,TGFBR2,0.39131,0,
CDK1,CCNE1,0.30741,0,
CDK1,BLM,0.49494,0,
CDK1,BUB1B,0.67284,0,
DES,CDK1,0.04087,0,
CDK1,KRT8,0.16758,0,
CDK1,CDCA8,0.6366,0,
CDK1,PBK,0.59648,0,
ROS1,CDK1,0.0236,0,
CDK1,MYT1,0.05164,0,
CDK1,ORC1,0.59261,0,
CDK1,LMNB1,0.69093,0,
CDK1,ERCC6L,0.66403,0,
CDK1,ASCL1,0.05332,0,
CDK1,CDKN3,0.63164,0,
ACE2,CDK1,0.01738,0,
CDK1,DEPDC1,0.61848,0,
CDK1,NCAPG,0.69749,0,
AKAP12,CDK1,0.29691,0,
CDK1,SKA3,0.64885,0,
CDK1,KIFC1,0.6473,0,
CDK1,CDCA5,0.59748,0,
CDK1,MKI67,0.6497,0,
CDK1,DLGAP5,0.65982,0,
CDK1,KIF18A,0.66973,0,
CDK1,NUP210,0.39036,0,
CDK1,ORC6,0.63864,0,
CCNB2,CDK1,0.65413,0,
CDK1,CCNB2,0.65413,0,
CDK1,FUT2,0.17083,0,
E2F2,CCNB1,0.45278,0,
E2F2,CDKN2A,0.4963,0,
E2F2,EZH2,0.51658,0,
E2F1,E2F2,0.53269,0,
E2F2,E2F1,0.53269,0,
E2F2,CDKN2A,0.4963,0,
EPO,ERBB2,0.11057,0,
APOA4,NR1D1,0.09801,0,
CCNB1,CDC25C,0.8038,0,
CDC25C,CCNB1,0.8038,0,
CCNB1,ESPL1,0.73957,0,
PKMYT1,CCNB1,0.57094,0,
CCNB1,PLK1,0.76752,0,
PLK1,CCNB1,0.76752,0,
E2F1,CCNB1,0.67239,0,
CCNB1,CDC25A,0.71251,0,
CDC25A,CCNB1,0.71251,0,
CCNB1,TGFBR2,0.47674,0,
CCNB1,PBK,0.73468,0,
PBK,CCNB1,0.73468,0,
TSPYL2,CCNB1,0.42218,0,
AKAP12,CCNB1,0.36385,0,
ZBTB16,RUNX1T1,0.59483,0,
ZBTB16,CCNA2,0.33177,0,
NLRP7,ZBTB16,0.05394,0,
ZBTB16,HBEGF,0.36668,0,
ZBTB16,RNF112,0.58507,0,
SOX2,TLX1,0.01583,0,
CXCL2,MMP9,0.00832,0,
MMP9,PPBP,0.00308,0,
KISS1,MMP9,0.00236,0,
KRT18,KRT8,0.93673,0,
KRT8,KRT18,0.93673,0,
COL17A1,KRT18,0.1382,0,
PLK1,CDC25C,0.6804,0,
CCNE2,CDC25C,0.52614,0,
ROBO3,CDC25C,0.41801,0,
NR4A3,SIX3,0.04443,0,
SLC4A1,ACTC1,0.06866,0,
ABLIM3,ACTC1,0.14772,0,
GSN,ACTA1,0.01187,0,
KIF23,RACGAP1,0.78636,0,
RACGAP1,KIF23,0.78636,0,
RACGAP1,ECT2,0.7843,0,
AURKB,RACGAP1,0.57923,0,
PLK1,RACGAP1,0.75058,0,
HIST1H3J,UHRF1,0.07306,0,
EZH2,UHRF1,0.62829,0,
HIST2H3A,UHRF1,0.09208,0,
EME1,UHRF1,0.46835,0,
CCNA2,UHRF1,0.63481,0,
CXCR3,CXCL9,0.76985,0,
CXCL9,CXCR3,0.76985,0,
FOXO1,KLF4,0.67841,0,
INS,FOXO1,0.00206,0,
ANGPT1,FOXO1,0.49319,0,
LEP,FOXO1,0.64438,0,
PAX5,CD19,0.90577,0,
CR2,CD19,0.79992,0,
TPX2,HMMR,0.75304,0,
PLK1,HMMR,0.71867,0,
E2F1,CDKN2A,0.46141,0,
CDKN2A,CDKN2A,1,0,
CDKN2A,CDKN2A,1,0,
TBX2,SOX2,0.05189,0,
PLK1,ESPL1,0.76705,0,
FCRL4,TFF1,0.03159,0,
POLQ,RAD51,0.71649,0,
DUSP1,FANCI,0.39662,0,
AOC3,DUSP1,0.52796,0,
AURKB,KIF23,0.68816,0,
PLK1,KIF23,0.79401,0,
KIF23,ACTA1,0.02736,0,
BUB1,MAD2L1,0.72987,0,
MAD2L1,BUB1,0.72987,0,
BUB1,PLK1,0.77825,0,
PLK1,BUB1,0.77825,0,
TTK,BUB1,0.8043,0,
BUB1,BUB1B,0.8088,0,
TACC1,AURKB,0.29044,0,
PKMYT1,PLK1,0.61508,0,
LEF1,ALX4,0.11808,0,
BCL6,RUNX1T1,0.58226,0,
AURKB,HIST1H3J,0.04512,0,
KDM5D,HIST1H3J,0.05447,0,
PBK,HIST1H3J,0.06155,0,
HIST1H3J,AIRE,0.03613,0,
ACTN3,NCAPH,0.02666,0,
CARD17,NLRP1,0.04805,0,
E2F1,EZH2,0.61328,0,
PLK1,ECT2,0.63308,0,
ECT2,PLK1,0.63308,0,
PLK4,ECT2,0.72674,0,
UBD,MAD2L1,0.22877,0,
MAD2L1,BUB1B,0.7607,0,
PMAIP1,FXYD1,0.2683,0,
AURKB,KIF2C,0.79377,0,
PLK1,KIF2C,0.78146,0,
GATA3,KPNA2,0.03646,0,
CLSPN,CDC45,0.64366,0,
PLK1,CLSPN,0.64626,0,
CGB7,LHCGR,0.00932,0,
CDC45,MCM4,0.65009,0,
MCM4,CDC45,0.65009,0,
RECQL4,FEN1,0.53637,0,
CKS2,CENPE,0.61803,0,
BUB1B,CENPE,0.81997,0,
AURKB,PLK1,0.80211,0,
AURKB,HIST2H3A,0.07678,0,
GFAP,AURKB,0.20417,0,
AURKB,KIF4A,0.72078,0,
CDCA8,AURKB,0.76171,0,
AURKB,CDCA8,0.76171,0,
AURKB,NCAPH,0.73291,0,
MYL2,AURKB,0.02159,0,
AURKB,SKA3,0.68643,0,
KIF20A,AURKB,0.72072,0,
AURKB,KIF20A,0.72072,0,
AURKB,SHCBP1,0.58811,0,
AURKB,CDCA5,0.7068,0,
AURKB,MKI67,0.61846,0,
AURKB,CDCA2,0.62122,0,
AURKB,ZWINT,0.5744,0,
PLK1,RRM2,0.61842,0,
PLK1,RAD51,0.77236,0,
PRC1,PLK1,0.75576,0,
PLK1,PRC1,0.75576,0,
PLK1,CDC6,0.2755,0,
PLK1,BUB1B,0.7783,0,
PLK1,GTSE1,0.73316,0,
PLK1,WDR62,0.56797,0,
PLK1,STIL,0.70801,0,
PLK1,CEP55,0.74768,0,
PLK1,ERCC6L,0.7215,0,
PLK1,CENPU,0.5557,0,
PLK1,KIF20A,0.79247,0,
PLK1,ASPM,0.71377,0,
KPNA2,CDC6,0.33456,0,
EBF1,PAX5,0.03461,0,
EPAS1,F12,0.24054,0,
ACTA1,ISG15,0.01013,0,
ISG15,KRT2,0.08014,0,
ISG15,EEF1A2,0.12432,0,
FGF8,FLT4,0.22999,0,
FGF8,DDR2,0.15809,0,
TGFBR2,TGFBR3,0.70535,0,
TGFBR3,TGFBR2,0.70535,0,
TGFBR3,INHBA,0.38125,0,
ACTA1,VIL1,0.00548,0,
TTN,ACTA1,0.99971,0,
ACTA1,CNN1,0.01138,0,
E2F1,CDKN2A,0.46141,0,
CCNA2,E2F1,0.6183,0,
E2F1,CCNA2,0.6183,0,
E2F1,RAD51,0.70042,0,
E2F1,CDC6,0.28199,0,
CCNE1,E2F1,0.42434,0,
E2F1,CCNE1,0.42434,0,
GH1,GHR,0.11789,0,
CDKN1C,CCNA2,0.26667,0,
CCNA2,MCM4,0.61576,0,
CCNA2,FEN1,0.65388,0,
TSPYL2,CCNA2,0.34217,0,
CCNE2,CDKN1C,0.18087,0,
LEP,LEPR,0.41232,0,
LEPR,LEP,0.41232,0,
PLN,PPP1R3A,0.94493,0,
KIF4A,PRC1,0.77479,0,
SDC1,LPL,0.24259,0,
LPL,GPIHBP1,0.64483,0,
LPL,CETP,0.48852,0,
GJB3,GJB2,0.4291,0,
GNG4,GNAI1,0.06019,0,
HCRTR1,GNAI1,0.54634,0,
MRGPRX2,GNAI1,0.40454,0,
SSTR1,GNAI1,0.0394,0,
GALR1,GNAI1,0.50067,0,
OXTR,GNAI1,0.10756,0,
TACR1,GNAI1,0.48977,0,
EDNRB,GNAI1,0.67731,0,
GNAI1,RGS4,0.14122,0,
HTR4,GNAI1,0.42873,0,
HTR2A,GNAI1,0.09366,0,
HTR2C,GNAI1,0.01391,0,
S1PR1,GNAI1,0.68189,0,
GNAI1,S1PR1,0.68189,0,
FFAR3,GNAI1,0.51877,0,
GPR17,GNAI1,0.42657,0,
F2RL3,GNAI1,0.39012,0,
ADRA2B,GNAI1,0.42762,0,
GNAI1,RASD1,0.58681,0,
BLM,RAD51,0.60858,0,
RAD51,RAD51AP1,0.5944,0,
ORC6,MCM4,0.55743,0,
TTK,BLM,0.6602,0,
TTK,BUB1B,0.78135,0,
TTK,CDCA8,0.77745,0,
TTK,RMI2,0.52962,0,
BLM,FEN1,0.51769,0,
NR4A1,RXRG,0.25476,0,
RXRG,NR4A1,0.25476,0,
PBK,PRC1,0.66007,0,
CCNE2,PRC1,0.58642,0,
CCNE1,CDC25A,0.45784,0,
CDC25A,CCNE1,0.45784,0,
CDC25A,FHL1,0.14461,0,
CDC25A,CDKN3,0.61548,0,
SPAG5,ODF1,0.02853,0,
SORBS1,TENM1,0.31148,0,
SORBS1,INSM1,0.05136,0,
CXCL10,CXCR3,0.37779,0,
CXCR3,CXCL10,0.37779,0,
CCL21,CXCR3,0.07198,0,
CCL11,CXCR3,0.18763,0,
CCL20,CXCR3,0.02658,0,
PF4,CXCR3,0.04343,0,
CCL7,CXCR3,0.13495,0,
CXCL13,CXCR3,0.10767,0,
DCN,FGF2,0.45749,0,
PTX3,FGF2,0.17325,0,
FGF2,FLT4,0.41192,0,
SDC1,FGF2,0.32914,0,
CXCL13,FGF2,0.0634,0,
FGF2,GPC3,0.3761,0,
FGF2,DDR2,0.6762,0,
CCL21,CXCL10,0.05233,0,
ORC1,CDC6,0.27652,0,
PLK4,CDC6,0.32457,0,
ORC6,CDC6,0.25884,0,
CCNB2,TGFBR2,0.39896,0,
TGFBR2,OSR1,0.32588,0,
HIST1H1B,CCNE1,0.02443,0,
BRIP1,BLM,0.44483,0,
INS,RET,0.01732,0,
INS,ERBB2,0.0986,0,
SIK2,INS,0.00595,0,
TTN,INS,0.00099,0,
INS,CTSE,0.01598,0,
EFNA3,RET,0.021,0,
EFNA2,RET,0.0317,0,
TTN,CAPN3,0.98906,0,
AVP,CRYAB,0.26905,0,
CRYAB,SCN5A,0.26536,0,
TTN,CRYAB,0.38049,0,
BCL6,HBEGF,0.44526,0,
NKX2-5,FOXH1,0.01329,0,
NKX2-5,TBX2,0.07181,0,
GATA4,NKX2-5,0.00001,0,
NKX2-5,GATA4,0.00001,0,
MME,ADM,0.15201,0,
CRP,IL6,0.00904,0,
IL6,CRP,0.00904,0,
NEK2,KIF24,0.59929,0,
TNS2,ERBB2,0.15904,0,
ERBB2,PTK6,0.19489,0,
ERBB2,LEP,0.0943,0,
ERBB2,MAPK8IP2,0.07618,0,
ERBB2,HBEGF,0.08109,0,
BMX,ERBB2,0.15485,0,
EFNA3,ERBB2,0.21319,0,
EFNA2,ERBB2,0.03941,0,
FGF5,ERBB2,0.06709,0,
MUC13,ERBB2,0.02743,0,
PAX3,KCNH1,0.09531,0,
ITGA7,CHRNA1,0.02326,0,
ANGPT1,FLT4,0.27317,0,
ANGPT1,DDR2,0.79853,0,
GPRASP1,PBK,0.41618,0,
DCN,PLA2G2A,0.21298,0,
DTX1,ASCL1,0.08342,0,
FGF7,FLT4,0.62898,0,
FGF7,DDR2,0.37694,0,
OPRD1,ADRB2,0.10189,0,
ADRB2,HTR4,0.36748,0,
ADRB2,ADRB3,0.35311,0,
ADRB2,AKAP12,0.69756,0,
SRMS,PTK6,0.57973,0,
OXT,ESR2,0.42301,0,
INHBA,BAMBI,0.02552,0,
KCNA5,FHL1,0.07391,0,
MMP13,CCL7,0.02042,0,
ADAMTS5,MMP13,0.07611,0,
CDH5,ROS1,0.01508,0,
BMP6,CDH5,0.65499,0,
COL2A1,BGN,0.23015,0,
BGN,APOB,0.09479,0,
CXCL2,MMP1,0.0625,0,
KCNA2,KCNA5,0.10507,0,
MMP1,CMA1,0.10252,0,
PAK6,PACSIN1,0.28533,0,
GRIA2,ROS1,0.01075,0,
FGF5,ROS1,0.00981,0,
FOXP3,HIST1H1B,0.02773,0,
PPBP,MMP1,0.00607,0,
GPLD1,ALPP,0.02178,0,
FGF17,FLT4,0.55094,0,
ANGPT4,FLT4,0.5295,0,
NTF4,FLT4,0.30131,0,
CRP,APCS,0.99993,0,
PF4,ACKR1,0.20711,0,
WNT8A,FZD4,0.00429,0,
MYOC,FZD4,0.20444,0,
KCNA2,KCNA4,0.23256,0,
