FROM,TO,W,DRUG,
KCNE1,KCNQ1,0.15271,0,
SLC2A1,STOM,0.30297,0,
CXCL12,ELANE,0.13652,0,
ELANE,GZMB,0.14331,0,
SERPINA1,ELANE,0.09131,0,
ELANE,F5,0.06234,0,
ELANE,SERPINA3,0.49295,0,
BUB1B,TP73,0.52892,0,
DBF4,CDK1,0.89401,0,
GPRASP1,PER1,0.69346,0,
PTTG1,USP44,0.43862,0,
MCM10,MCM2,0.92142,0,
MCM10,CDC45,0.88754,0,
AJUBA,AURKB,0.46472,0,
SLC1A2,AJUBA,0.17048,0,
CDC25C,PCNA,0.81619,0,
SPAG5,AURKA,0.82605,0,
AURKA,USP2,0.18829,0,
EYA1,PAX2,0.09599,0,
FOXG1,CDK1,0.21481,0,
MAP1A,ACTA1,0.13984,0,
MAP1A,MAP1B,0.76299,0,
MET,HGFAC,0.40413,0,
BMP4,CHRDL1,0.27426,0,
CCND1,MYBL2,0.37102,0,
CCNF,MYBL2,0.82883,0,
HJURP,CENPA,0.83682,0,
GINS4,MCM2,0.90723,0,
DTL,CDT1,0.73518,0,
ACE2,CDK1,0.50197,0,
NOS1,ATP2B4,0.6842,0,
DLGAP2,NOS1,0.61172,0,
CCNB1,TSPYL2,0.5267,0,
RUNX1T1,ZBTB16,0.50183,0,
ZBTB16,GNAO1,0.54677,0,
RNF112,ZBTB16,0.55379,0,
LCN2,MMP9,0.14371,0,
SIX3,NR4A3,0.04974,0,
APBB1,BLM,0.56784,0,
TSHZ3,APBB1,0.9359,0,
UHRF1,HIST1H3J,0.18096,0,
TRIM63,MYBPC3,0.146,0,
TRIM63,KCNMB1,0.29044,0,
PHYHIP,ADGRB1,0.18017,0,
CXCL8,TAT,0.01317,0,
ACTA1,KIF23,0.14001,0,
BRCA1,FANCA,0.73268,0,
CENPE,FANCA,0.80119,0,
RUNX1T1,BCL6,0.24413,0,
ACTN3,ACTN2,0.26128,0,
ACTN2,KCNA5,0.11153,0,
PALLD,ACTN2,0.23915,0,
ADAM12,ACTN2,0.10188,0,
SNCA,MAPT,0.51685,0,
MAPT,S100B,0.4253,0,
MAPT,TTLL6,0.38219,0,
MAPT,USP9Y,0.31338,0,
SERPINA5,KLKB1,0.19793,0,
KDM5D,AR,0.15224,0,
AR,CDC25A,0.43473,0,
AR,USP26,0.07487,0,
MYB,TAL1,0.51196,0,
ECT2,PLK4,0.85904,0,
MAD2L1,UBD,0.49955,0,
SCN1A,PTPRZ1,0.47471,0,
NME1,RRAD,0.19597,0,
CA2,HSPD1,0.07957,0,
HSPD1,CLU,0.35244,0,
CENPH,KIF2C,0.83659,0,
CDC6,KPNA2,0.39073,0,
KPNA2,FERMT2,0.47829,0,
CHEK1,CNTN2,0.41073,0,
DTNA,ACTA1,0.22471,0,
ITGA2,ACTA1,0.15417,0,
NEXN,ACTA1,0.31593,0,
ACTA1,GAS7,0.11771,0,
ACTA1,CNN1,0.34702,0,
ACTA1,SMTN,0.19691,0,
MAP1B,SNCA,0.58526,0,
LRRK2,MAP1B,0.68193,0,
MAP1B,MAG,0.14732,0,
GABRR1,MAP1B,0.11869,0,
RORA,FOXP3,0.47458,0,
KLF9,PGR,0.64337,0,
RAD51,BLM,0.69018,0,
RAD51AP1,RAD51,0.50832,0,
RAD54B,RAD51,0.67132,0,
CDKN3,CDC25A,0.78243,0,
GZMB,GRIA3,0.3248,0,
TENM1,SORBS1,0.65817,0,
MPDZ,HTR2C,0.14201,0,
ERBB4,GABRG2,0.36835,0,
FNBP1,RND2,0.8414,0,
SNCA,CRYAB,0.62222,0,
PROX1,HNF1A,0.59552,0,
HNF4A,HNF1A,0.87797,0,
SLC6A4,SNCA,0.25244,0,
USP2,CCND1,0.2995,0,
EYA2,SIX1,0.11005,0,
CASK,KIRREL3,0.37505,0,
TAL1,NCAPG2,0.45847,0,
ADRB2,CFTR,0.25195,0,
ADRB2,HTR4,0.10035,0,
ADRB3,ADRB2,0.12762,0,
AKAP12,ADRB2,0.41916,0,
SLC26A9,CFTR,0.05845,0,
FHL1,KCNA5,0.47632,0,
ITIH4,PTX3,0.19382,0,
CTSG,F5,0.07186,0,
SERPINA3,CTSG,0.00617,0,
KCNA5,KCNA2,0.26666,0,
GCM1,DLX3,0.00843,0,
CMA1,SERPINA3,0.00766,0,
AGER,S100B,0.65253,0,
S100P,AGER,0.23062,0,
AHNAK,S100B,0.41772,0,
KCNE2,KCNH2,0.13952,0,
ALPP,GPLD1,0.15411,0,
BOC,CDON,0.75745,0,
MAG,NGFR,0.22408,0,
SALL2,NGFR,0.44688,0,
HBA1,HBB,0.98231,0,
HBA1,HBG2,0.19568,0,
MFAP4,SFTPD,0.52176,0,
UPK1A,SFTPD,0.06304,0,
WWC1,DDN,0.59718,0,
PHLDB2,FLNC,0.46007,0,
KY,FLNC,0.53586,0,
PLEKHH2,TGFB1I1,0.76584,0,
CCKBR,CCKAR,0.08058,0,
INHBA,FSTL3,0.01106,0,
INHBA,CHRDL2,0.11519,0,
AKAP6,PDE4D,0.65596,0,
GNAO1,GRM6,0.65033,0,
NCAPH,CAPG,0.58543,0,
PRSS1,DEFA5,0.03544,0,
RPH3A,ADD2,0.52279,0,
KCNA2,CNTNAP2,0.25086,0,
KCNAB1,KCNA2,0.31283,0,
ANK2,L1CAM,0.82806,0,
L1CAM,NCAN,0.4863,0,
DLG4,ADRB1,0.31226,0,
CNKSR2,DLG4,0.61559,0,
GRIK2,DLG4,0.5787,0,
ARC,DLG4,0.12825,0,
CNTNAP2,EPB41L3,0.33895,0,
LRRC7,CNKSR2,0.58129,0,
HAND2,PHOX2A,0.68274,0,
FBXO32,MYOCD,0.78882,0,
TRIP13,ORC1,0.8164,0,
TMOD1,TMSB10,0.21725,0,
WFIKKN2,MSTN,0.64977,0,
LMNB1,PRPH,0.57654,0,
GRIA3,GRIA2,0.63878,0,
STOM,SLC4A1,0.25329,0,
HBG2,HBB,0.22713,0,
GRIK5,GRIK2,0.51298,0,
SLC6A4,GPM6B,0.22656,0,
FGB,SERPINA5,0.07517,0,
HCN4,PEX5L,0.24966,0,
NCAM1,UCHL1,0.7957,0,
GABRG2,DRD5,0.08434,0,
MMP7,SERPINA1,0.16495,0,
TNC,MEP1B,0.16969,0,
TNC,NCAN,0.19315,0,
PTGDR2,PTGDR,0.74006,0,
PCSK1,PCSK1N,0.13053,0,
NCAM1,NCAN,0.66655,0,
NCAM1,ST8SIA3,0.75233,0,
KLRC4,ULBP1,0.10343,0,
F7,HPN,0.2944,0,
COLQ,BCHE,0.50494,0,
MYOC,MYL2,0.26951,0,
MYOC,OLFM3,0.53352,0,
LCN2,SLC22A17,0.30332,0,
CNTN2,NCAN,0.5109,0,
KCND3,KCNIP1,0.37349,0,
KCND3,KCNIP2,0.06405,0,
GATA4,ZFPM2,0.15202,0,
TRDN,HRC,0.54829,0,
SLC7A11,BAAT,0.16114,0,
RRAD,TPM2,0.30277,0,
SERPINA3,F5,0.07037,0,
F5,MMRN1,0.11646,0,
SKA1,SKA3,0.72734,0,
SHCBP1,TRIM71,0.25416,0,
AMPD1,MYH2,0.07499,0,
KIF15,MKI67,0.85278,0,
ANKRD1,CASQ2,0.15057,0,
TRDN,CASQ2,0.30664,0,
HOXB1,SERPINA3,0.10768,0,
PKNOX2,HOXB1,0.33057,0,
PDLIM7,TPM2,0.94708,0,
NOVA1,GABRG2,0.5943,0,
CTRC,SERPINA3,0.12667,0,
MUC16,MSLN,0.17472,0,
CHRNA4,VSNL1,0.13497,0,
GABRR1,GABRR2,0.0703,0,
GABRR1,P2RX2,0.14253,0,
HCN1,PEX5L,0.07407,0,
RTN1,NDC1,0.4608,0,
CHRNA3,CHRNB4,0.86543,0,
SPC25,SPC24,0.55419,0,
CIDEC,CIDEA,0.88231,0,
ZIC2,RNF180,0.19642,0,
MSS51,PTGS1,0.33142,0,
NGB,ATP1B2,0.67484,0,
DEFA3,DEFA1B,0.97452,0,
PGLYRP3,PGLYRP4,0.56263,0,
MMP10,ADAMTSL1,0.02894,0,
COMP,MATN3,0.64411,0,
ADAMTS12,COMP,0.61616,0,
RDH5,RLBP1,0.10195,0,
P2RX2,P2RX1,0.0838,0,
SCUBE2,SCUBE1,0.11711,0,
PKD2,RYR2,0.58458,0,
ITPR1,RYR2,0.72094,0,
RYR2,CACNA1C,0.71754,0,
AR,RYR2,0.34962,0,
CAMK2A,RYR2,0.33078,0,
SNCG,RYR2,0.2994,0,
AKAP6,RYR2,0.52256,0,
RTN1,RYR2,0.27236,0,
MDFI,TRPC1,0.27812,0,
PKD1,PKD2,0.84672,0,
PKD1,NOS1,0.68147,0,
PKD1,PRKAA2,0.81386,0,
ITGA5,PKD1,0.6044,0,
PKD1,NTS,0.08241,0,
PKD1,REM1,0.57656,0,
NTRK1,CAV1,0.51964,0,
NGF,NTRK1,0.44128,0,
NTRK1,NGF,0.44128,0,
FGF2,NTRK1,0.56028,0,
FGF10,NTRK1,0.62557,0,
FGF7,NTRK1,0.52966,0,
FGF22,NTRK1,0.26245,0,
EFNA5,NTRK1,0.32632,0,
NTRK1,SHC2,0.60804,0,
NTRK1,NGFR,0.6076,0,
FGF17,NTRK1,0.35569,0,
FGF16,NTRK1,0.3671,0,
PTPRS,NTRK1,0.50865,0,
PTPRZ1,NTRK1,0.57906,0,
FGF5,NTRK1,0.11688,0,
HAVCR1,PKD2,0.30021,0,
PKD2,ITPR1,0.86456,0,
TPM1,PKD2,0.83115,0,
FLNA,PKD2,0.83569,0,
TRPC1,PKD2,0.85413,0,
PKD2,TRPC1,0.85413,0,
PKD2,AURKA,0.58159,0,
ACTN2,PKD2,0.29357,0,
CCKBR,PKD2,0.27344,0,
CAV3,JPH2,0.23316,0,
PRKCB,GAP43,0.49209,0,
GAP43,ELAVL4,0.92096,0,
SLC25A4,AR,0.65113,0,
GRIN2B,PRKCB,0.40597,0,
PRKCG,GRIN2B,0.03902,0,
GRIN2B,CAMK2A,0.36051,0,
EPHB2,GRIN2B,0.57823,0,
IL1B,GRIN2B,0.0617,0,
DLG2,GRIN2B,0.38308,0,
GRIN2B,PTPN5,0.32726,0,
GRIN2B,DRD5,0.08173,0,
GRIN2B,KANK2,0.4007,0,
GRIN2B,PSD,0.3763,0,
CASK,NPHS1,0.21648,0,
FLNA,CAV1,0.85206,0,
CAV1,TRPC1,0.76668,0,
CAV1,NOS2,0.36437,0,
AR,CAV1,0.78912,0,
GRB7,CAV1,0.1687,0,
CAV1,GRB7,0.1687,0,
KCNA5,CAV1,0.61596,0,
KCNH2,CAV1,0.77267,0,
BMX,CAV1,0.00777,0,
ITGB3,CAV1,0.65329,0,
CAV1,GRK1,0.33179,0,
CAV1,PTGIS,0.66539,0,
TRPC1,TRPC4,0.58018,0,
TRPC4,TRPC1,0.58018,0,
ITPR1,CDK1,0.57072,0,
ITPR1,BRCA1,0.466,0,
ITPR1,PRKG2,0.10033,0,
ITPR1,HOMER2,0.7159,0,
DMD,TRPC1,0.81068,0,
DMD,NOS1,0.72716,0,
DMD,ACTA1,0.13119,0,
DMD,PGM5,0.85488,0,
DRD2,SSTR5,0.11706,0,
PRKCB,STMN1,0.45087,0,
CDK1,STMN1,0.82919,0,
MAPK10,STMN1,0.4201,0,
AURKB,STMN1,0.76743,0,
STMN1,CAMK2A,0.40896,0,
PIWIL1,STMN1,0.55808,0,
PRKCB,RGS2,0.69839,0,
RGS2,PRKCG,0.09637,0,
ADCY5,RGS2,0.67815,0,
ADRA1A,RGS2,0.35992,0,
CHRM2,RGS2,0.6382,0,
RGS2,LRRK2,0.70262,0,
AR,FKBP5,0.50444,0,
WWTR1,CDK1,0.54563,0,
STMN2,CDK1,0.32384,0,
MAP2,CACNA1C,0.44663,0,
DLG4,CACNA1C,0.81567,0,
CACNB2,CACNA1C,0.80714,0,
CACNA1C,CACNB2,0.80714,0,
CACNA1C,KCNE2,0.09013,0,
DAPK1,TPM1,0.81724,0,
TPM2,TPM1,0.9318,0,
CDH1,FGFR1,0.78173,0,
FGFR1,TRPC1,0.85308,0,
NGF,FGFR1,0.60932,0,
FGFR1,GZMB,0.39378,0,
FGF2,FGFR1,0.83702,0,
FGFR1,FGF2,0.83702,0,
FGF10,FGFR1,0.65153,0,
FGFR1,TNS2,0.77121,0,
FGFR1,FGF7,0.74767,0,
FGF7,FGFR1,0.74767,0,
FGF22,FGFR1,0.54672,0,
EFNA5,FGFR1,0.49434,0,
FGF17,FGFR1,0.35446,0,
FGFR1,FGF17,0.35446,0,
FGF16,FGFR1,0.47276,0,
ANGPT4,FGFR1,0.06701,0,
FGFR1,L1CAM,0.6095,0,
FGF23,FGFR1,0.09928,0,
FGF19,FGFR1,0.24036,0,
FGFR1,FGF5,0.30972,0,
FGF5,FGFR1,0.30972,0,
FGFR1,NCAM1,0.80852,0,
NCAM1,FGFR1,0.80852,0,
FGFR1,ANOS1,0.25801,0,
FGFR1,FLRT1,0.5668,0,
CDH1,CDC20,0.49159,0,
MET,CDH1,0.6984,0,
CDK1,CDH1,0.68829,0,
CDH1,HIST1H3J,0.10931,0,
PLK1,CDH1,0.69863,0,
CDH1,RRM2,0.69214,0,
CDH1,SIX1,0.14679,0,
CSE1L,CDH1,0.59422,0,
CTNND2,CDH1,0.61726,0,
CDH1,CDH3,0.63958,0,
CDH3,CDH1,0.63958,0,
PTPRM,CDH1,0.72045,0,
ANK2,CDH1,0.72833,0,
SLC8A1,CAV3,0.19675,0,
SLC8A1,ANK2,0.74675,0,
TRPC1,KCNMA1,0.7173,0,
MAP1A,KCNMA1,0.87619,0,
CACNA1H,KCNMA1,0.87576,0,
KCNMA1,KCNMB1,0.90689,0,
KCNMA1,KCNMB2,0.28978,0,
TRPC1,CAV3,0.27458,0,
NOS1,CAV3,0.14117,0,
SVIL,CAV3,0.14723,0,
SLC22A11,CAV3,0.2066,0,
PRKCB,TNNI3,0.14463,0,
ACTA1,TNNI3,0.02828,0,
PAK3,TNNI3,0.14208,0,
TNNI3,TNNI3K,0.09857,0,
SNAP25,CENPF,0.49415,0,
SNAP25,TRIM9,0.46405,0,
FLNA,CDK1,0.54041,0,
FLNA,AR,0.65049,0,
ROR2,FLNA,0.84202,0,
BRCA1,FLNA,0.42324,0,
CAMK2A,FLNA,0.61183,0,
BRCA2,FLNA,0.52424,0,
FLNA,CFTR,0.65853,0,
FLNA,FLNC,0.87543,0,
FLNA,ITGB3,0.74767,0,
FLNA,ASB2,0.90959,0,
FLNA,PHLDB2,0.53502,0,
RYR1,TRPC1,0.61128,0,
CFTR,PDZD3,0.20808,0,
GRIN1,PRKCB,0.08878,0,
PRKCG,GRIN1,0.03899,0,
GRIN1,CAMK2A,0.00337,0,
GRIN1,EPHB2,0.16181,0,
GRIN1,NEFL,0.01392,0,
GRIN1,GRIN2A,0.14015,0,
GRIN1,NLGN1,0.20263,0,
GRIN1,DLG4,0.15228,0,
CAMK2A,RYR1,0.64707,0,
HOMER2,RYR1,0.45905,0,
RYR1,TRDN,0.56668,0,
NCS1,IL1RAPL1,0.51707,0,
CNR1,MET,0.39827,0,
CNR1,GNAZ,0.62182,0,
CNR1,GNAO1,0.56611,0,
E2F7,E2F8,0.84451,0,
AURKA,NDC80,0.77457,0,
AURKB,NDC80,0.82487,0,
NEK2,NDC80,0.89064,0,
NDC80,DSN1,0.76233,0,
NDC80,NUF2,0.87472,0,
NDC80,CENPH,0.80319,0,
WNT1,SFRP1,0.08799,0,
WNT1,CD36,0.04473,0,
UBE2T,FANCI,0.81516,0,
CGB5,CGA,0.02109,0,
KCNQ1,KCNE1,0.15271,0,
KCNQ1,KCNE2,0.32453,0,
CDK1,FOXM1,0.80627,0,
FOXM1,CDK1,0.80627,0,
CCNB1,FOXM1,0.79319,0,
FOXM1,CCNB1,0.79319,0,
FOXM1,CDC25C,0.79304,0,
FOXM1,AURKB,0.67993,0,
PLK1,FOXM1,0.78154,0,
FOXM1,PLK1,0.78154,0,
FOXM1,CDC25A,0.66993,0,
CCNE1,FOXM1,0.37524,0,
FOXM1,CENPF,0.80428,0,
SHH,GAS1,0.44822,0,
EXTL1,SHH,0.44225,0,
TRIB3,AKT3,0.46427,0,
HSPB2,AKT3,0.787,0,
AKT3,CHEK1,0.55855,0,
HSPB6,AKT3,0.77599,0,
PLEKHO1,AKT3,0.87685,0,
LRRK2,AKT3,0.86044,0,
AKT3,FOXA2,0.6728,0,
FAM107A,AKT3,0.46301,0,
ASF1B,HIST1H3J,0.30895,0,
ASF1B,CHAF1B,0.8493,0,
AGT,SLC2A1,0.3201,0,
STOM,SLC2A1,0.30297,0,
CDC25C,ELANE,0.2212,0,
ELANE,CXCL8,0.05731,0,
ELANE,CXCL12,0.13652,0,
GZMB,ELANE,0.14331,0,
ELANE,SERPINA1,0.09131,0,
F5,ELANE,0.06234,0,
SERPIND1,ELANE,0.08866,0,
SERPINA3,ELANE,0.49295,0,
SLPI,ELANE,0.10102,0,
PRKCB,KIT,0.41536,0,
HIST1H3J,PRKCB,0.13219,0,
GCNT1,PRKCB,0.51351,0,
EIF6,PRKCB,0.42225,0,
PRKCB,CHAT,0.04466,0,
LMNB1,PRKCB,0.55166,0,
MSX2,PRKCB,0.27633,0,
GRIN2D,PRKCB,0.40513,0,
PRKCB,SYT6,0.33942,0,
PRKCB,RRAD,0.51773,0,
MKI67,PRKCB,0.53223,0,
PRKCB,PDLIM7,0.62277,0,
PRKCB,GABRG2,0.4511,0,
GABRB2,PRKCB,0.24463,0,
AURKA,TP73,0.60412,0,
CDK1,TP73,0.64424,0,
PLK1,TP73,0.61489,0,
CHEK1,TP73,0.59784,0,
E2F1,TP73,0.71753,0,
TP73,BUB1B,0.52892,0,
REN,TP73,0.16998,0,
DBF4,MCM2,0.89136,0,
CDK1,DBF4,0.89401,0,
E2F1,DBF4,0.67072,0,
DBF4,MCM4,0.86186,0,
DBF4,ORC6,0.84911,0,
PER1,GPRASP1,0.69346,0,
CDC20,PTTG1,0.9196,0,
CDK1,PTTG1,0.73793,0,
CHEK1,PTTG1,0.75242,0,
E2F1,PTTG1,0.90087,0,
BUB1B,PTTG1,0.62522,0,
USP44,PTTG1,0.43862,0,
AURKA,CDC20,0.73364,0,
CDK1,CDC20,0.70392,0,
CCNB1,CDC20,0.7607,0,
BUB1,CDC20,0.68133,0,
CDC20,BUB1,0.68133,0,
CDC20,MAD2L1,0.74046,0,
PLK1,CDC20,0.79221,0,
E2F1,CDC20,0.90486,0,
BUB1B,CDC20,0.65886,0,
CDC20,BUB1B,0.65886,0,
CDC20,CCNA1,0.39651,0,
CCNA1,CDC20,0.39651,0,
UBE2C,CDC20,0.67584,0,
CDC20,UBE2C,0.67584,0,
CDC20,AXIN2,0.41417,0,
AXIN2,CDC20,0.41417,0,
MCM2,MCM10,0.92142,0,
CDC45,MCM10,0.88754,0,
AURKA,AJUBA,0.62676,0,
CDK1,AJUBA,0.6395,0,
AURKB,AJUBA,0.46472,0,
AJUBA,SLC1A2,0.17048,0,
CDK1,TOP2A,0.87169,0,
UHRF1,TOP2A,0.83878,0,
PRKCG,TOP2A,0.19714,0,
PLK1,TOP2A,0.81319,0,
DTL,PCNA,0.77594,0,
PCNA,CDT1,0.65056,0,
CDK1,PCNA,0.81634,0,
PCNA,CDC25C,0.81619,0,
PCNA,BRCA1,0.7189,0,
PCNA,CLSPN,0.64241,0,
PCNA,CHEK1,0.844,0,
E2F1,PCNA,0.70263,0,
PCNA,RAD51,0.81821,0,
PCNA,FEN1,0.79711,0,
PCNA,CHAF1B,0.7857,0,
PCNA,CCND1,0.50688,0,
PCNA,RFC3,0.78586,0,
AURKA,CENPA,0.86503,0,
AURKA,TPX2,0.94167,0,
TPX2,AURKA,0.94167,0,
AURKA,FANCA,0.79925,0,
AURKA,HIST1H3J,0.31792,0,
AURKA,BRCA1,0.84399,0,
BRCA1,AURKA,0.84399,0,
AURKA,NME1,0.84067,0,
AURKA,KIF2C,0.84841,0,
AURKA,KIF11,0.85366,0,
AURKA,AURKB,0.83289,0,
AURKA,PLK1,0.90808,0,
AURKA,BORA,0.83741,0,
BORA,AURKA,0.83741,0,
AURKA,SPAG5,0.82605,0,
AURKA,WDR62,0.75156,0,
USP2,AURKA,0.18829,0,
AURKA,WWC1,0.8009,0,
AURKA,NUSAP1,0.86363,0,
PLK4,AURKA,0.84585,0,
AURKA,PHLDA1,0.33845,0,
AURKA,TACC3,0.60494,0,
AURKA,DLGAP5,0.87175,0,
AURKA,KIF15,0.87261,0,
PAX2,EYA1,0.09599,0,
SIX1,PAX2,0.35676,0,
CXCL11,CXCR3,0.31098,0,
CXCR3,CXCL11,0.31098,0,
CDK1,FOXG1,0.21481,0,
CDK1,BIRC5,0.63076,0,
BIRC5,CCNB1,0.6856,0,
CCNB1,BIRC5,0.6856,0,
BIRC5,AURKB,0.83179,0,
PLK1,BIRC5,0.70918,0,
BIRC5,CDCA8,0.57759,0,
CDCA8,BIRC5,0.57759,0,
ACTA1,MAP1A,0.13984,0,
MAP1B,MAP1A,0.76299,0,
DLG4,MAP1A,0.79359,0,
BLM,EXO1,0.80643,0,
SFRP1,WNT2,0.21949,0,
WNT2,FZD10,0.17646,0,
KCNQ4,SLC26A5,0.27299,0,
KCNE1,KCNQ4,0.04463,0,
IGF2,MET,0.26967,0,
MET,GRB7,0.21368,0,
AREG,MET,0.5804,0,
EREG,MET,0.59987,0,
EFNA3,MET,0.62838,0,
EFNA4,MET,0.68169,0,
FGF23,MET,0.22574,0,
FGF20,MET,0.22757,0,
FGF19,MET,0.37533,0,
SHC4,MET,0.37235,0,
HGFAC,MET,0.40413,0,
MET,MUC20,0.6102,0,
MUC20,MET,0.6102,0,
SIX1,BMP4,0.45959,0,
CHRDL1,BMP4,0.27426,0,
CCL2,CCR10,0.3628,0,
CCL26,CCL2,0.03424,0,
MMP3,CCL2,0.10323,0,
MMP1,CCL2,0.28812,0,
CCL2,ACKR1,0.33789,0,
MYBL2,CDK1,0.50143,0,
MYBL2,CCNB1,0.54697,0,
E2F1,MYBL2,0.89676,0,
CCNA2,MYBL2,0.49942,0,
CCNE1,MYBL2,0.31266,0,
MYBL2,CCND1,0.37102,0,
MYBL2,CCNF,0.82883,0,
CDK1,CENPA,0.85616,0,
CENPA,AURKB,0.90106,0,
AURKB,CENPA,0.90106,0,
DIAPH3,CENPA,0.79218,0,
CENPA,HJURP,0.83682,0,
CTF1,LIFR,0.42491,0,
CRLF1,LIFR,0.53824,0,
CNTFR,LIFR,0.44716,0,
CDC45,MCM2,0.88846,0,
MCM2,CDC45,0.88846,0,
PLK1,MCM2,0.89904,0,
MCM2,MCM4,0.91343,0,
MCM2,CDC6,0.44037,0,
MCM2,CCNA1,0.49786,0,
MCM2,ORC1,0.89988,0,
ORC1,MCM2,0.89988,0,
ORC6,MCM2,0.86992,0,
RPA3,MCM2,0.76467,0,
MCM2,GINS4,0.90723,0,
AR,MT2A,0.26751,0,
ATAD2,E2F1,0.67217,0,
CDT1,DTL,0.73518,0,
CDK1,DTL,0.91335,0,
E2F1,DTL,0.72869,0,
CDK1,CDT1,0.67655,0,
E2F1,CDT1,0.9405,0,
CCNA2,CDT1,0.66816,0,
CDT1,MCM4,0.6212,0,
CDT1,CDC6,0.33103,0,
CDT1,CCNA1,0.37615,0,
ORC1,CDT1,0.77449,0,
CARD11,CAMK2A,0.33076,0,
SIX1,LFNG,0.15977,0,
LFNG,DLL3,0.28636,0,
POFUT1,LFNG,0.5958,0,
NGF,KIT,0.39123,0,
KIT,GRB7,0.16334,0,
KIT,MITF,0.55149,0,
FGF2,KIT,0.53283,0,
KIT,MPDZ,0.55904,0,
FGF10,KIT,0.4317,0,
FGF7,KIT,0.50559,0,
FGF22,KIT,0.42121,0,
EFNA5,KIT,0.4301,0,
KIT,SHC2,0.60908,0,
FGF17,KIT,0.33223,0,
FGF16,KIT,0.36806,0,
FGF5,KIT,0.09175,0,
XKR5,KIT,0.34777,0,
CDK1,CCNB1,0.93735,0,
CCNB1,CDK1,0.93735,0,
ZBTB16,CDK1,0.48676,0,
CDK1,KRT18,0.64156,0,
CDK1,CDC25C,0.91823,0,
CDC25C,CDK1,0.91823,0,
CDK1,UHRF1,0.8664,0,
CDK1,TPX2,0.88041,0,
CDK1,BUB1,0.93068,0,
CDK1,PKMYT1,0.51005,0,
MAPT,CDK1,0.49026,0,
CDK1,CKS1B,0.63128,0,
CKS1B,CDK1,0.63128,0,
CDK1,ECT2,0.88912,0,
CDK1,BRCA1,0.84198,0,
CDK1,NME1,0.83271,0,
CDK1,KIF11,0.93703,0,
CDK1,RECQL4,0.45573,0,
CDK1,CKS2,0.85271,0,
CDK1,PLK1,0.8842,0,
CHEK1,CDK1,0.90474,0,
CDK1,CHEK1,0.90474,0,
CDK1,RRM2,0.92134,0,
CDK1,E2F1,0.72579,0,
E2F1,CDK1,0.72579,0,
CDK1,BRCA2,0.85276,0,
CDK1,CCNA2,0.91703,0,
CCNA2,CDK1,0.91703,0,
CDK1,KIF4A,0.87629,0,
CDK1,TTK,0.9343,0,
CDK1,PRC1,0.89931,0,
CDK1,CDC25A,0.81905,0,
CDC25A,CDK1,0.81905,0,
CDK1,SPAG5,0.82776,0,
CDK1,CDC6,0.38151,0,
CDK1,CHAF1B,0.86272,0,
CDK1,CCNE1,0.432,0,
CDK1,BLM,0.75853,0,
CDK1,BUB1B,0.89886,0,
CCNA1,CDK1,0.49743,0,
CDK1,CCNA1,0.49743,0,
